Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1992","1992","1000 tonnes","2733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1993","1993","1000 tonnes","2810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1994","1994","1000 tonnes","2966","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1995","1995","1000 tonnes","3322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1996","1996","1000 tonnes","3421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1997","1997","1000 tonnes","3613","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1998","1998","1000 tonnes","3769","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","1999","1999","1000 tonnes","4110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2000","2000","1000 tonnes","4384","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2001","2001","1000 tonnes","5005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2002","2002","1000 tonnes","5179","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2003","2003","1000 tonnes","5654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2004","2004","1000 tonnes","5594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2005","2005","1000 tonnes","5798","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2006","2006","1000 tonnes","7175","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2007","2007","1000 tonnes","7791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2008","2008","1000 tonnes","7230","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2009","2009","1000 tonnes","7479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2010","2010","1000 tonnes","7640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2011","2011","1000 tonnes","7771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2012","2012","1000 tonnes","7795","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2543","Sweeteners, Other","2013","2013","1000 tonnes","7542","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1961","1961","1000 tonnes","330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1962","1962","1000 tonnes","347","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1963","1963","1000 tonnes","376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1964","1964","1000 tonnes","374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1965","1965","1000 tonnes","349","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1966","1966","1000 tonnes","391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1967","1967","1000 tonnes","388","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1968","1968","1000 tonnes","387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1969","1969","1000 tonnes","351","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1970","1970","1000 tonnes","396","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1971","1971","1000 tonnes","381","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1972","1972","1000 tonnes","363","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1973","1973","1000 tonnes","407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1974","1974","1000 tonnes","361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1975","1975","1000 tonnes","350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1976","1976","1000 tonnes","414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1977","1977","1000 tonnes","401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1978","1978","1000 tonnes","377","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1979","1979","1000 tonnes","416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1980","1980","1000 tonnes","402","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1981","1981","1000 tonnes","424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1982","1982","1000 tonnes","459","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1983","1983","1000 tonnes","479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1984","1984","1000 tonnes","434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1985","1985","1000 tonnes","442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1986","1986","1000 tonnes","492","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1987","1987","1000 tonnes","501","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1988","1988","1000 tonnes","524","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1989","1989","1000 tonnes","531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1990","1990","1000 tonnes","509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1991","1991","1000 tonnes","526","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1992","1992","1000 tonnes","433","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1993","1993","1000 tonnes","423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1994","1994","1000 tonnes","398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1995","1995","1000 tonnes","444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1996","1996","1000 tonnes","393","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1997","1997","1000 tonnes","399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1998","1998","1000 tonnes","436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","1999","1999","1000 tonnes","426","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2000","2000","1000 tonnes","416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2001","2001","1000 tonnes","442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2002","2002","1000 tonnes","425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2003","2003","1000 tonnes","432","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2004","2004","1000 tonnes","453","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2005","2005","1000 tonnes","482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2006","2006","1000 tonnes","489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2007","2007","1000 tonnes","465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2008","2008","1000 tonnes","481","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2009","2009","1000 tonnes","470","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2010","2010","1000 tonnes","485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2011","2011","1000 tonnes","511","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2012","2012","1000 tonnes","475","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2745","Honey","2013","2013","1000 tonnes","508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1961","1961","1000 tonnes","52860","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1962","1962","1000 tonnes","51194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1963","1963","1000 tonnes","54824","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1964","1964","1000 tonnes","59382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1965","1965","1000 tonnes","55245","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1966","1966","1000 tonnes","58896","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1967","1967","1000 tonnes","60029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1968","1968","1000 tonnes","58787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1969","1969","1000 tonnes","58673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1970","1970","1000 tonnes","60656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1971","1971","1000 tonnes","59994","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1972","1972","1000 tonnes","58865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1973","1973","1000 tonnes","63452","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1974","1974","1000 tonnes","63857","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1975","1975","1000 tonnes","64144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1976","1976","1000 tonnes","62442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1977","1977","1000 tonnes","66756","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1978","1978","1000 tonnes","66812","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1979","1979","1000 tonnes","67526","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1980","1980","1000 tonnes","67649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1981","1981","1000 tonnes","69007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1982","1982","1000 tonnes","72817","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1983","1983","1000 tonnes","70029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1984","1984","1000 tonnes","73272","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1985","1985","1000 tonnes","72601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1986","1986","1000 tonnes","72264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1987","1987","1000 tonnes","72627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1988","1988","1000 tonnes","74616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1989","1989","1000 tonnes","72399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1990","1990","1000 tonnes","70944","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1991","1991","1000 tonnes","72079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1992","1992","1000 tonnes","63719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1993","1993","1000 tonnes","63904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1994","1994","1000 tonnes","60303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1995","1995","1000 tonnes","63349","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1996","1996","1000 tonnes","64211","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1997","1997","1000 tonnes","66247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1998","1998","1000 tonnes","65451","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","1999","1999","1000 tonnes","68656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2000","2000","1000 tonnes","68037","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2001","2001","1000 tonnes","67745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2002","2002","1000 tonnes","66815","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2003","2003","1000 tonnes","71522","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2004","2004","1000 tonnes","72806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2005","2005","1000 tonnes","71752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2006","2006","1000 tonnes","71887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2007","2007","1000 tonnes","67911","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2008","2008","1000 tonnes","70667","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2009","2009","1000 tonnes","71953","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2010","2010","1000 tonnes","68921","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2011","2011","1000 tonnes","72907","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2012","2012","1000 tonnes","70493","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2605","Vegetables, Other","2013","2013","1000 tonnes","71123","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1961","1961","1000 tonnes","4477","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1962","1962","1000 tonnes","4636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1963","1963","1000 tonnes","4917","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1964","1964","1000 tonnes","5735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1965","1965","1000 tonnes","5627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1966","1966","1000 tonnes","6309","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1967","1967","1000 tonnes","6076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1968","1968","1000 tonnes","6376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1969","1969","1000 tonnes","6982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1970","1970","1000 tonnes","7128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1971","1971","1000 tonnes","7298","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1972","1972","1000 tonnes","8065","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1973","1973","1000 tonnes","8377","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1974","1974","1000 tonnes","8203","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1975","1975","1000 tonnes","8125","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1976","1976","1000 tonnes","8353","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1977","1977","1000 tonnes","8357","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1978","1978","1000 tonnes","7918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","5400","Europe","5301","Domestic supply quantity","2611","Oranges, Mandarines","1979","1979","1000 tonnes","8351","A","Aggregate, may include official, semi-official, estimated or calculated data"
