Song,Singer,Lyrics,words_splited,list_bunda,list_bumbum,list_rebolar,list_cama,list_colchao,Total_words,count_bunda,count_rebolar,count_bumbum,count_colchão,count_cama,Total_sexual_words
Quando a bad bater,Luan Santana,amor eu só quero o seu bem se for embora agora vai ficar sem ninguém amor eu quero um filho seu e eu não suporto a ideia de que nada valeu  para pra ver o quanto a gente cresceu e tudo que eu te dei de bom lembra da gente no seu quarto no breu debaixo do seu edredom  não vai saber o que fazer quando a bad bater e o silêncio trazer minha voz não vai saber o que beber se esse vinho não mata essa sede sede que é de nós  não vai saber o que fazer quando a bad bater e o silêncio trazer minha voz não vai saber o que beber se esse vinho não mata essa sede sede que é de nós  amor eu só quero o seu bem se for embora agora vai ficar sem ninguém amor eu quero um filho seu e eu não suporto a ideia de que nada valeu  para pra ver o quanto a gente cresceu e tudo que eu te dei de bom lembra da gente no seu quarto no breu debaixo do seu edredom  não vai saber o que fazer quando a bad bater e o silêncio trazer minha voz não vai saber o que beber se esse vinho não mata essa sede sede que é de nós  não vai saber o que fazer quando a bad bater e o silêncio trazer minha voz não vai saber o que beber se esse vinho não mata essa sede sede que é de nós  vai ver quando a bad bater quando essa bad bater e o silêncio trazer minha voz  vai ver quando a bad bater quando essa bad bater vai ver que a sua sede é de nós,"['amor', 'eu', 'só', 'quero', 'o', 'seu', 'bem', 'se', 'for', 'embora', 'agora', 'vai', 'ficar', 'sem', 'ninguém', 'amor', 'eu', 'quero', 'um', 'filho', 'seu', 'e', 'eu', 'não', 'suporto', 'a', 'ideia', 'de', 'que', 'nada', 'valeu', 'para', 'pra', 'ver', 'o', 'quanto', 'a', 'gente', 'cresceu', 'e', 'tudo', 'que', 'eu', 'te', 'dei', 'de', 'bom', 'lembra', 'da', 'gente', 'no', 'seu', 'quarto', 'no', 'breu', 'debaixo', 'do', 'seu', 'edredom', 'não', 'vai', 'saber', 'o', 'que', 'fazer', 'quando', 'a', 'bad', 'bater', 'e', 'o', 'silêncio', 'trazer', 'minha', 'voz', 'não', 'vai', 'saber', 'o', 'que', 'beber', 'se', 'esse', 'vinho', 'não', 'mata', 'essa', 'sede', 'sede', 'que', 'é', 'de', 'nós', 'não', 'vai', 'saber', 'o', 'que', 'fazer', 'quando', 'a', 'bad', 'bater', 'e', 'o', 'silêncio', 'trazer', 'minha', 'voz', 'não', 'vai', 'saber', 'o', 'que', 'beber', 'se', 'esse', 'vinho', 'não', 'mata', 'essa', 'sede', 'sede', 'que', 'é', 'de', 'nós', 'amor', 'eu', 'só', 'quero', 'o', 'seu', 'bem', 'se', 'for', 'embora', 'agora', 'vai', 'ficar', 'sem', 'ninguém', 'amor', 'eu', 'quero', 'um', 'filho', 'seu', 'e', 'eu', 'não', 'suporto', 'a', 'ideia', 'de', 'que', 'nada', 'valeu', 'para', 'pra', 'ver', 'o', 'quanto', 'a', 'gente', 'cresceu', 'e', 'tudo', 'que', 'eu', 'te', 'dei', 'de', 'bom', 'lembra', 'da', 'gente', 'no', 'seu', 'quarto', 'no', 'breu', 'debaixo', 'do', 'seu', 'edredom', 'não', 'vai', 'saber', 'o', 'que', 'fazer', 'quando', 'a', 'bad', 'bater', 'e', 'o', 'silêncio', 'trazer', 'minha', 'voz', 'não', 'vai', 'saber', 'o', 'que', 'beber', 'se', 'esse', 'vinho', 'não', 'mata', 'essa', 'sede', 'sede', 'que', 'é', 'de', 'nós', 'não', 'vai', 'saber', 'o', 'que', 'fazer', 'quando', 'a', 'bad', 'bater', 'e', 'o', 'silêncio', 'trazer', 'minha', 'voz', 'não', 'vai', 'saber', 'o', 'que', 'beber', 'se', 'esse', 'vinho', 'não', 'mata', 'essa', 'sede', 'sede', 'que', 'é', 'de', 'nós', 'vai', 'ver', 'quando', 'a', 'bad', 'bater', 'quando', 'essa', 'bad', 'bater', 'e', 'o', 'silêncio', 'trazer', 'minha', 'voz', 'vai', 'ver', 'quando', 'a', 'bad', 'bater', 'quando', 'essa', 'bad', 'bater', 'vai', 'ver', 'que', 'a', 'sua', 'sede', 'é', 'de', 'nós']",[],[],[],[],[],1308,0,0,0,0,0,0
Quem Traiu Levou,Gusttavo Lima,não tô jogando praga se tratando de amor aqui se faz aqui se paga vai preparando pra latada  e o que eu bebi cê vai beber e o que eu sofri cê vai sofrer vai ver quanto custa amar alguém que não vale nada  traição uma hora tem volta ela vem e não bate na porta tô aqui ansioso esperando sua vez chegar  oh oh oh oh quem traiu levou desde que o mundo é mundo isso é regra vem na mesma moeda dobrado o valor oh oh oh oh quem traiu levou o benzinho eu não quero o seu mal só sei que no final vai sorrir quem chorou,"['não', 'tô', 'jogando', 'praga', 'se', 'tratando', 'de', 'amor', 'aqui', 'se', 'faz', 'aqui', 'se', 'paga', 'vai', 'preparando', 'pra', 'latada', 'e', 'o', 'que', 'eu', 'bebi', 'cê', 'vai', 'beber', 'e', 'o', 'que', 'eu', 'sofri', 'cê', 'vai', 'sofrer', 'vai', 'ver', 'quanto', 'custa', 'amar', 'alguém', 'que', 'não', 'vale', 'nada', 'traição', 'uma', 'hora', 'tem', 'volta', 'ela', 'vem', 'e', 'não', 'bate', 'na', 'porta', 'tô', 'aqui', 'ansioso', 'esperando', 'sua', 'vez', 'chegar', 'oh', 'oh', 'oh', 'oh', 'quem', 'traiu', 'levou', 'desde', 'que', 'o', 'mundo', 'é', 'mundo', 'isso', 'é', 'regra', 'vem', 'na', 'mesma', 'moeda', 'dobrado', 'o', 'valor', 'oh', 'oh', 'oh', 'oh', 'quem', 'traiu', 'levou', 'o', 'benzinho', 'eu', 'não', 'quero', 'o', 'seu', 'mal', 'só', 'sei', 'que', 'no', 'final', 'vai', 'sorrir', 'quem', 'chorou']",[],[],[],[],[],510,0,0,0,0,0,0
S de Saudade,Luiza e Maurílio,ah olha eu aqui na vida de solteiro que eu sempre quis ah eu consegui a liberdade de poder chegar e sair  mas cê deve ter jogado praga em mim eu não quero beber eu não quero sair a vida de solteiro que eu sonhava não era assim  sextou com s de saudade cheio de balada na cidade mas nenhuma delas tem o show que cê dava na cama nem o dj toca sua voz falando que me ama   sextou com s de saudade,"['ah', 'olha', 'eu', 'aqui', 'na', 'vida', 'de', 'solteiro', 'que', 'eu', 'sempre', 'quis', 'ah', 'eu', 'consegui', 'a', 'liberdade', 'de', 'poder', 'chegar', 'e', 'sair', 'mas', 'cê', 'deve', 'ter', 'jogado', 'praga', 'em', 'mim', 'eu', 'não', 'quero', 'beber', 'eu', 'não', 'quero', 'sair', 'a', 'vida', 'de', 'solteiro', 'que', 'eu', 'sonhava', 'não', 'era', 'assim', 'sextou', 'com', 's', 'de', 'saudade', 'cheio', 'de', 'balada', 'na', 'cidade', 'mas', 'nenhuma', 'delas', 'tem', 'o', 'show', 'que', 'cê', 'dava', 'na', 'cama', 'nem', 'o', 'dj', 'toca', 'sua', 'voz', 'falando', 'que', 'me', 'ama', 'sextou', 'com', 's', 'de', 'saudade']",[],[],[],['cama'],[],393,0,0,0,0,1,1
3 Batidas,Guilherme e Benuto,eu tô rindo mas é desespero tô mais perdido que cego em tiroteio rodando a cidade com medo de voltar pra casa olha que fase no passageiro umas garrafas e a saudade tô enrolando na rua bebendo uma por uma madrugada com o vidro fechado chorando com tudo que toca no rádio parei no sinaleiro pra esperar o sinal vermelho  três batidas no meu vidro quando vi era um bandido falou perdeu eu disse eu perdi mesmo mas foi o grande amor da minha vida  três batidas no meu vidro quando vi era um bandido falou perdeu eu disse eu perdi mesmo mas foi o grande amor da minha vida só leva o carro e deixa as bebidas,"['eu', 'tô', 'rindo', 'mas', 'é', 'desespero', 'tô', 'mais', 'perdido', 'que', 'cego', 'em', 'tiroteio', 'rodando', 'a', 'cidade', 'com', 'medo', 'de', 'voltar', 'pra', 'casa', 'olha', 'que', 'fase', 'no', 'passageiro', 'umas', 'garrafas', 'e', 'a', 'saudade', 'tô', 'enrolando', 'na', 'rua', 'bebendo', 'uma', 'por', 'uma', 'madrugada', 'com', 'o', 'vidro', 'fechado', 'chorando', 'com', 'tudo', 'que', 'toca', 'no', 'rádio', 'parei', 'no', 'sinaleiro', 'pra', 'esperar', 'o', 'sinal', 'vermelho', 'três', 'batidas', 'no', 'meu', 'vidro', 'quando', 'vi', 'era', 'um', 'bandido', 'falou', 'perdeu', 'eu', 'disse', 'eu', 'perdi', 'mesmo', 'mas', 'foi', 'o', 'grande', 'amor', 'da', 'minha', 'vida', 'três', 'batidas', 'no', 'meu', 'vidro', 'quando', 'vi', 'era', 'um', 'bandido', 'falou', 'perdeu', 'eu', 'disse', 'eu', 'perdi', 'mesmo', 'mas', 'foi', 'o', 'grande', 'amor', 'da', 'minha', 'vida', 'só', 'leva', 'o', 'carro', 'e', 'deixa', 'as', 'bebidas']",[],[],[],[],[],602,0,0,0,0,0,0
"Para, Pensa e Volta",Yasmin Santos,outra vez nós brigamos por motivo idiota cê bateu a porta e me deixou chorando disse tanta besteira que até não me ama e já tem outros planos e agora o que eu faço sem você aqui tô sem rumo e rodando  eu tô rodando a cidade tô dentro do carro pensando em você morrendo de saudade sofrimento em alta tô indo no bar pra afogar a vontade que eu tô de te ouvir te sentir e depois te ver batendo a porta  eu tô rodando a cidade tô dentro do carro pensando em você morrendo de saudade tô lembrando da briga ouvindo marília meu deus que vontade que eu to de te ouvir te sentir e depois te ver batendo a porta  para pensa e volta,"['outra', 'vez', 'nós', 'brigamos', 'por', 'motivo', 'idiota', 'cê', 'bateu', 'a', 'porta', 'e', 'me', 'deixou', 'chorando', 'disse', 'tanta', 'besteira', 'que', 'até', 'não', 'me', 'ama', 'e', 'já', 'tem', 'outros', 'planos', 'e', 'agora', 'o', 'que', 'eu', 'faço', 'sem', 'você', 'aqui', 'tô', 'sem', 'rumo', 'e', 'rodando', 'eu', 'tô', 'rodando', 'a', 'cidade', 'tô', 'dentro', 'do', 'carro', 'pensando', 'em', 'você', 'morrendo', 'de', 'saudade', 'sofrimento', 'em', 'alta', 'tô', 'indo', 'no', 'bar', 'pra', 'afogar', 'a', 'vontade', 'que', 'eu', 'tô', 'de', 'te', 'ouvir', 'te', 'sentir', 'e', 'depois', 'te', 'ver', 'batendo', 'a', 'porta', 'eu', 'tô', 'rodando', 'a', 'cidade', 'tô', 'dentro', 'do', 'carro', 'pensando', 'em', 'você', 'morrendo', 'de', 'saudade', 'tô', 'lembrando', 'da', 'briga', 'ouvindo', 'marília', 'meu', 'deus', 'que', 'vontade', 'que', 'eu', 'to', 'de', 'te', 'ouvir', 'te', 'sentir', 'e', 'depois', 'te', 'ver', 'batendo', 'a', 'porta', 'para', 'pensa', 'e', 'volta']",[],[],[],[],[],621,0,0,0,0,0,0
Relógio Parado,Diego e Arnaldo,ela não sabe ainda mas eu vou ser o grande amor da sua vida só falta ela se apaixonar ah essa hora vai chegar!  e na cabeça dela eu só sou mais um um esquema zé roela que vai levar pra cama e pular fora mal sabe ela o fim dessa história  nós dois na cama no meu quarto me dá só meia hora de amor com o relógio parado  na cama no quarto a gente dorme se pegando e acorda apaixonado  na cama no quarto me dá só meia hora de amor com o relógio parado  na cama no quarto a gente dorme se pegando e acorda apaixonado  pedaços de amor pra todo lado!,"['ela', 'não', 'sabe', 'ainda', 'mas', 'eu', 'vou', 'ser', 'o', 'grande', 'amor', 'da', 'sua', 'vida', 'só', 'falta', 'ela', 'se', 'apaixonar', 'ah', 'essa', 'hora', 'vai', 'chegar', 'e', 'na', 'cabeça', 'dela', 'eu', 'só', 'sou', 'mais', 'um', 'um', 'esquema', 'zé', 'roela', 'que', 'vai', 'levar', 'pra', 'cama', 'e', 'pular', 'fora', 'mal', 'sabe', 'ela', 'o', 'fim', 'dessa', 'história', 'nós', 'dois', 'na', 'cama', 'no', 'meu', 'quarto', 'me', 'dá', 'só', 'meia', 'hora', 'de', 'amor', 'com', 'o', 'relógio', 'parado', 'na', 'cama', 'no', 'quarto', 'a', 'gente', 'dorme', 'se', 'pegando', 'e', 'acorda', 'apaixonado', 'na', 'cama', 'no', 'quarto', 'me', 'dá', 'só', 'meia', 'hora', 'de', 'amor', 'com', 'o', 'relógio', 'parado', 'na', 'cama', 'no', 'quarto', 'a', 'gente', 'dorme', 'se', 'pegando', 'e', 'acorda', 'apaixonado', 'pedaços', 'de', 'amor', 'pra', 'todo', 'lado']",[],[],[],"['cama', 'cama', 'cama', 'cama', 'cama']",[],543,0,0,0,0,5,5
Estado Decadente,Zé Neto e Cristiano,e lá se vai mais uma noite que eu to virando no vazio desse apartamento já tô quase pirando me bate o desespero empilhando garrafa passa o tempo só você não passa  no estado decadente que eu tô a tristeza decora essa casa  eu sei que ninguém morre de amor mas cachaça e saudade mata,"['e', 'lá', 'se', 'vai', 'mais', 'uma', 'noite', 'que', 'eu', 'to', 'virando', 'no', 'vazio', 'desse', 'apartamento', 'já', 'tô', 'quase', 'pirando', 'me', 'bate', 'o', 'desespero', 'empilhando', 'garrafa', 'passa', 'o', 'tempo', 'só', 'você', 'não', 'passa', 'no', 'estado', 'decadente', 'que', 'eu', 'tô', 'a', 'tristeza', 'decora', 'essa', 'casa', 'eu', 'sei', 'que', 'ninguém', 'morre', 'de', 'amor', 'mas', 'cachaça', 'e', 'saudade', 'mata']",[],[],[],[],[],282,0,0,0,0,0,0
Ferida Curada,Zé Neto e Cristiano,tão cheia de certeza você duvidou que não existia mais resquícios de amor saiu perdida na vida ficando por ficar e não contava que a saudade ia te encontrar  e agora tá aqui mas fiquei sem você eu me acostumei pensei que quando eu te encontrasse eu ia tremer mas eu nem balancei  é que o frio na barriga a saudade esquentou o amor que tinha a distância zerou não sobrou nada você é a minha ferida curada   preocupa não que essa dor aí logo passa,"['tão', 'cheia', 'de', 'certeza', 'você', 'duvidou', 'que', 'não', 'existia', 'mais', 'resquícios', 'de', 'amor', 'saiu', 'perdida', 'na', 'vida', 'ficando', 'por', 'ficar', 'e', 'não', 'contava', 'que', 'a', 'saudade', 'ia', 'te', 'encontrar', 'e', 'agora', 'tá', 'aqui', 'mas', 'fiquei', 'sem', 'você', 'eu', 'me', 'acostumei', 'pensei', 'que', 'quando', 'eu', 'te', 'encontrasse', 'eu', 'ia', 'tremer', 'mas', 'eu', 'nem', 'balancei', 'é', 'que', 'o', 'frio', 'na', 'barriga', 'a', 'saudade', 'esquentou', 'o', 'amor', 'que', 'tinha', 'a', 'distância', 'zerou', 'não', 'sobrou', 'nada', 'você', 'é', 'a', 'minha', 'ferida', 'curada', 'preocupa', 'não', 'que', 'essa', 'dor', 'aí', 'logo', 'passa']",[],[],[],[],[],445,0,0,0,0,0,0
Apaixonadinha,Marília Mendonça,sabe por que fico mandando mensagem querendo te ver? sabe por quê? você me faz bem eu não consigo pensar em ninguém  ó que coisa boa! tô sorrindo à toa tô 100 de boa de boa de boa  apaixonadinha você me deixou apaixonadinha você me deixou apaixonadinha você me deixou vem ficar perto da sua menina  apaixonadinho você me deixou apaixonadinho você me deixou apaixonadinho você me deixou vem ficar perto aqui do seu pretinho  ô meu neném eu preciso do seu corpo você me faz tão bem tá tudo certo tamo junto e misturado vem vem vem  apaixonadinha você me deixou apaixonadinha você me deixou apaixonadinha você me deixou vem ficar perto da sua menina  ó que coisa boa! tô sorrindo à toa tô 100 de boa de boa de boa  apaixonadinha você me deixou apaixonadinha você me deixou apaixonadinha você me deixou vem ficar perto da sua menina  apaixonadinho você me deixou apaixonadinho você me deixou apaixonadinho você me deixou vem ficar perto aqui do seu pretinho  ô meu neném eu preciso do seu corpo você me faz tão bem tá tudo certo tamo junto e misturado vem vem vem  apaixonadinha você me deixou apaixonadinha você me deixou apaixonadinha você me deixou vem ficar perto da sua menina  apaixonadinho você me deixou apaixonadinho você me deixou apaixonadinho você me deixou vem ficar perto aqui do seu pretinho,"['sabe', 'por', 'que', 'fico', 'mandando', 'mensagem', 'querendo', 'te', 'ver', 'sabe', 'por', 'quê', 'você', 'me', 'faz', 'bem', 'eu', 'não', 'consigo', 'pensar', 'em', 'ninguém', 'ó', 'que', 'coisa', 'boa', 'tô', 'sorrindo', 'à', 'toa', 'tô', '100', 'de', 'boa', 'de', 'boa', 'de', 'boa', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'da', 'sua', 'menina', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'aqui', 'do', 'seu', 'pretinho', 'ô', 'meu', 'neném', 'eu', 'preciso', 'do', 'seu', 'corpo', 'você', 'me', 'faz', 'tão', 'bem', 'tá', 'tudo', 'certo', 'tamo', 'junto', 'e', 'misturado', 'vem', 'vem', 'vem', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'da', 'sua', 'menina', 'ó', 'que', 'coisa', 'boa', 'tô', 'sorrindo', 'à', 'toa', 'tô', '100', 'de', 'boa', 'de', 'boa', 'de', 'boa', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'da', 'sua', 'menina', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'aqui', 'do', 'seu', 'pretinho', 'ô', 'meu', 'neném', 'eu', 'preciso', 'do', 'seu', 'corpo', 'você', 'me', 'faz', 'tão', 'bem', 'tá', 'tudo', 'certo', 'tamo', 'junto', 'e', 'misturado', 'vem', 'vem', 'vem', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'apaixonadinha', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'da', 'sua', 'menina', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'apaixonadinho', 'você', 'me', 'deixou', 'vem', 'ficar', 'perto', 'aqui', 'do', 'seu', 'pretinho']",[],[],[],[],[],1302,0,0,0,0,0,0
Quarta Cadeira,Matheus e Kauan,tá viciando outra boca como fez com a minha esse frio na barriga já me pertenceu ele só tá te amando desse jeito porque ainda não te conheceu direito mas o fim dessa história é sempre o mesmo  ela vai dar sorrisos durante o beijo você vai gostar vai planejar uma vida deitada em seu peito cê vai acreditar vai te amarrar de um jeito vai usar o mesmo beijo que usou pra te ganhar pra se despedir sem se explicar  tô numa mesa com quatro cadeiras aqui já tem três enganados por ela bebendo esperando a rasteira que cê vai levar dela fica tranquilo que a quarta cadeira te espera  tô numa mesa com quatro cadeiras aqui já tem três enganados por ela bebendo esperando a rasteira que cê vai levar dela fica tranquilo que a quarta cadeira te espera  não adianta se iludir seu copo já tá cheio aqui pra te acudir  tá viciando outra boca como fez com a minha esse frio na barriga já me pertenceu ele só tá te amando desse jeito porque ainda não te conheceu direito mas o fim dessa história é sempre o mesmo  ela vai dar sorrisos durante o beijo você vai gostar vai planejar a vida deitada em seu peito cê vai acreditar vai te amarrar de um jeito vai usar o mesmo beijo que usou pra te ganhar pra se despedir sem se explicar  tô numa mesa com quatro cadeiras aqui já tem três enganados por ela bebendo esperando a rasteira que você vai levar dela fica tranquilo que a quarta cadeira te espera  eu tô numa mesa com quatro cadeiras aqui já tem três enganados por ela bebendo esperando a rasteira que você vai levar dela fica tranquilo que a quarta cadeira te espera  não adianta se iludir seu copo já tá cheio aqui pra te acudir não adianta se iludir seu copo já tá cheio aqui pra te acudir pra te acudir pra te acudir,"['tá', 'viciando', 'outra', 'boca', 'como', 'fez', 'com', 'a', 'minha', 'esse', 'frio', 'na', 'barriga', 'já', 'me', 'pertenceu', 'ele', 'só', 'tá', 'te', 'amando', 'desse', 'jeito', 'porque', 'ainda', 'não', 'te', 'conheceu', 'direito', 'mas', 'o', 'fim', 'dessa', 'história', 'é', 'sempre', 'o', 'mesmo', 'ela', 'vai', 'dar', 'sorrisos', 'durante', 'o', 'beijo', 'você', 'vai', 'gostar', 'vai', 'planejar', 'uma', 'vida', 'deitada', 'em', 'seu', 'peito', 'cê', 'vai', 'acreditar', 'vai', 'te', 'amarrar', 'de', 'um', 'jeito', 'vai', 'usar', 'o', 'mesmo', 'beijo', 'que', 'usou', 'pra', 'te', 'ganhar', 'pra', 'se', 'despedir', 'sem', 'se', 'explicar', 'tô', 'numa', 'mesa', 'com', 'quatro', 'cadeiras', 'aqui', 'já', 'tem', 'três', 'enganados', 'por', 'ela', 'bebendo', 'esperando', 'a', 'rasteira', 'que', 'cê', 'vai', 'levar', 'dela', 'fica', 'tranquilo', 'que', 'a', 'quarta', 'cadeira', 'te', 'espera', 'tô', 'numa', 'mesa', 'com', 'quatro', 'cadeiras', 'aqui', 'já', 'tem', 'três', 'enganados', 'por', 'ela', 'bebendo', 'esperando', 'a', 'rasteira', 'que', 'cê', 'vai', 'levar', 'dela', 'fica', 'tranquilo', 'que', 'a', 'quarta', 'cadeira', 'te', 'espera', 'não', 'adianta', 'se', 'iludir', 'seu', 'copo', 'já', 'tá', 'cheio', 'aqui', 'pra', 'te', 'acudir', 'tá', 'viciando', 'outra', 'boca', 'como', 'fez', 'com', 'a', 'minha', 'esse', 'frio', 'na', 'barriga', 'já', 'me', 'pertenceu', 'ele', 'só', 'tá', 'te', 'amando', 'desse', 'jeito', 'porque', 'ainda', 'não', 'te', 'conheceu', 'direito', 'mas', 'o', 'fim', 'dessa', 'história', 'é', 'sempre', 'o', 'mesmo', 'ela', 'vai', 'dar', 'sorrisos', 'durante', 'o', 'beijo', 'você', 'vai', 'gostar', 'vai', 'planejar', 'a', 'vida', 'deitada', 'em', 'seu', 'peito', 'cê', 'vai', 'acreditar', 'vai', 'te', 'amarrar', 'de', 'um', 'jeito', 'vai', 'usar', 'o', 'mesmo', 'beijo', 'que', 'usou', 'pra', 'te', 'ganhar', 'pra', 'se', 'despedir', 'sem', 'se', 'explicar', 'tô', 'numa', 'mesa', 'com', 'quatro', 'cadeiras', 'aqui', 'já', 'tem', 'três', 'enganados', 'por', 'ela', 'bebendo', 'esperando', 'a', 'rasteira', 'que', 'você', 'vai', 'levar', 'dela', 'fica', 'tranquilo', 'que', 'a', 'quarta', 'cadeira', 'te', 'espera', 'eu', 'tô', 'numa', 'mesa', 'com', 'quatro', 'cadeiras', 'aqui', 'já', 'tem', 'três', 'enganados', 'por', 'ela', 'bebendo', 'esperando', 'a', 'rasteira', 'que', 'você', 'vai', 'levar', 'dela', 'fica', 'tranquilo', 'que', 'a', 'quarta', 'cadeira', 'te', 'espera', 'não', 'adianta', 'se', 'iludir', 'seu', 'copo', 'já', 'tá', 'cheio', 'aqui', 'pra', 'te', 'acudir', 'não', 'adianta', 'se', 'iludir', 'seu', 'copo', 'já', 'tá', 'cheio', 'aqui', 'pra', 'te', 'acudir', 'pra', 'te', 'acudir', 'pra', 'te', 'acudir']",[],[],[],[],[],1707,0,0,0,0,0,0
Com ou Sem Mim,Gustavo Mioto,se você não me disser a verdade não tem como eu ajudar minha metade se tem outro em meu lugar se você quer colocar te deixo livre pra viver não prometo te esperar coração vai cicatrizar e uma hora eu sei que vou te esquecer se era medo de me machucar já tem o meu perdão tá esperando o que?  só quero que você seja feliz com ou sem mim e quando der saudade e for dormir com ou sem mim e quando perceber que eu não tô e que não vai achar um novo amor vai ter que aceitar que é assim com ou sem mim,"['se', 'você', 'não', 'me', 'disser', 'a', 'verdade', 'não', 'tem', 'como', 'eu', 'ajudar', 'minha', 'metade', 'se', 'tem', 'outro', 'em', 'meu', 'lugar', 'se', 'você', 'quer', 'colocar', 'te', 'deixo', 'livre', 'pra', 'viver', 'não', 'prometo', 'te', 'esperar', 'coração', 'vai', 'cicatrizar', 'e', 'uma', 'hora', 'eu', 'sei', 'que', 'vou', 'te', 'esquecer', 'se', 'era', 'medo', 'de', 'me', 'machucar', 'já', 'tem', 'o', 'meu', 'perdão', 'tá', 'esperando', 'o', 'que', 'só', 'quero', 'que', 'você', 'seja', 'feliz', 'com', 'ou', 'sem', 'mim', 'e', 'quando', 'der', 'saudade', 'e', 'for', 'dormir', 'com', 'ou', 'sem', 'mim', 'e', 'quando', 'perceber', 'que', 'eu', 'não', 'tô', 'e', 'que', 'não', 'vai', 'achar', 'um', 'novo', 'amor', 'vai', 'ter', 'que', 'aceitar', 'que', 'é', 'assim', 'com', 'ou', 'sem', 'mim']",[],[],[],[],[],496,0,0,0,0,0,0
IGUAL ELA SO UMA,Wesley Safadão,tá mandando esse olhinho por quê? não vê que eu tenho compromisso meu status tá valendo o quê?  cê quer pôr meu namoro em risco já teve a sua oportunidade e não aproveitou vacilou não vingou nosso amor agora tá pensando que é só dizer vem cá que eu vou  cê quer ver eu trair meu bem nananim nem vem igual ela só uma igual você tem 100  cê quer ver eu trair meu bem nananim nem vem igual ela só uma igual você tem 100  cê quer ver eu trair meu bem nananim nem vem igual ela só uma igual você tem 100  cê quer ver eu trair meu bem nananim nem vem igual ela só uma igual você tem 100,"['tá', 'mandando', 'esse', 'olhinho', 'por', 'quê', 'não', 'vê', 'que', 'eu', 'tenho', 'compromisso', 'meu', 'status', 'tá', 'valendo', 'o', 'quê', 'cê', 'quer', 'pôr', 'meu', 'namoro', 'em', 'risco', 'já', 'teve', 'a', 'sua', 'oportunidade', 'e', 'não', 'aproveitou', 'vacilou', 'não', 'vingou', 'nosso', 'amor', 'agora', 'tá', 'pensando', 'que', 'é', 'só', 'dizer', 'vem', 'cá', 'que', 'eu', 'vou', 'cê', 'quer', 'ver', 'eu', 'trair', 'meu', 'bem', 'nananim', 'nem', 'vem', 'igual', 'ela', 'só', 'uma', 'igual', 'você', 'tem', '100', 'cê', 'quer', 'ver', 'eu', 'trair', 'meu', 'bem', 'nananim', 'nem', 'vem', 'igual', 'ela', 'só', 'uma', 'igual', 'você', 'tem', '100', 'cê', 'quer', 'ver', 'eu', 'trair', 'meu', 'bem', 'nananim', 'nem', 'vem', 'igual', 'ela', 'só', 'uma', 'igual', 'você', 'tem', '100', 'cê', 'quer', 'ver', 'eu', 'trair', 'meu', 'bem', 'nananim', 'nem', 'vem', 'igual', 'ela', 'só', 'uma', 'igual', 'você', 'tem', '100']",[],[],[],[],[],580,0,0,0,0,0,0
