Song,Singer,Lyrics,words_splited,list_bunda,list_bumbum,list_rebolar,list_cama,list_colchao,Total_words,count_bunda,count_rebolar,count_bumbum,count_colchão,count_cama,Total_sexual_words
Combatchy,Anitta,agora vai começar o combate quica quica bate bate hoje vai rolar um fight de bumbum  aqui não vai ter empate o bagulho é de verdade meu popô vai dar nocaute em qualquer um  ô bota a cara pra tu ver o que vai acontecer eu vou te dar prejú vai tomar surra de bumbum  turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum turudum  round 1 bota pra tremer tremer tremer round 2 bota pra descer round 3 joga joga joga o popotão finaliza quando vai no chão vai no chão,"['agora', 'vai', 'começar', 'o', 'combate', 'quica', 'quica', 'bate', 'bate', 'hoje', 'vai', 'rolar', 'um', 'fight', 'de', 'bumbum', 'aqui', 'não', 'vai', 'ter', 'empate', 'o', 'bagulho', 'é', 'de', 'verdade', 'meu', 'popô', 'vai', 'dar', 'nocaute', 'em', 'qualquer', 'um', 'ô', 'bota', 'a', 'cara', 'pra', 'tu', 'ver', 'o', 'que', 'vai', 'acontecer', 'eu', 'vou', 'te', 'dar', 'prejú', 'vai', 'tomar', 'surra', 'de', 'bumbum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'turudum', 'round', '1', 'bota', 'pra', 'tremer', 'tremer', 'tremer', 'round', '2', 'bota', 'pra', 'descer', 'round', '3', 'joga', 'joga', 'joga', 'o', 'popotão', 'finaliza', 'quando', 'vai', 'no', 'chão', 'vai', 'no', 'chão']",[],"['bumbum', 'bumbum']",[],[],[],528,0,0,2,0,0,2
Dois Lados,Wesley Safadão,cinco da manhã chegando em casa mais uma tentativa frustrada bebi beijei tentei não deu em nada  quando o relacionamento chega ao fim tem um lado bom e um lado ruim e adivinha qual sobrou pra mim  eu tô do lado que bebe que sofre que chora que liga e você tá do lado de outra pessoa seguindo a sua vida  eu tô do lado que bebe que sofre que chora que liga e você tá do lado de outra pessoa seguindo a sua vida,"['cinco', 'da', 'manhã', 'chegando', 'em', 'casa', 'mais', 'uma', 'tentativa', 'frustrada', 'bebi', 'beijei', 'tentei', 'não', 'deu', 'em', 'nada', 'quando', 'o', 'relacionamento', 'chega', 'ao', 'fim', 'tem', 'um', 'lado', 'bom', 'e', 'um', 'lado', 'ruim', 'e', 'adivinha', 'qual', 'sobrou', 'pra', 'mim', 'eu', 'tô', 'do', 'lado', 'que', 'bebe', 'que', 'sofre', 'que', 'chora', 'que', 'liga', 'e', 'você', 'tá', 'do', 'lado', 'de', 'outra', 'pessoa', 'seguindo', 'a', 'sua', 'vida', 'eu', 'tô', 'do', 'lado', 'que', 'bebe', 'que', 'sofre', 'que', 'chora', 'que', 'liga', 'e', 'você', 'tá', 'do', 'lado', 'de', 'outra', 'pessoa', 'seguindo', 'a', 'sua', 'vida']",[],[],[],[],[],409,0,0,0,0,0,0
Aí eu Bebo,Maiara e Maraisa,deu sexta-feira de novo já sei aonde isso vai dar é dia de chopp em dobro sei lá se eu vou aguentar  ficar sem beber ficar sem ligar ficar sem chorar ah ah ah  aí eu bebo e fico tonto lembro de nada nem do meu nome  esqueço tudo quase tudo só não esqueço seu telefone  aí eu bebo e fico tonto lembro de nada nem do meu nome  esqueço tudo quase tudo só não esqueço seu telefone  aí eu ligo ligo ligo ligo ligo ligo não me atende e eu só bico bico bico  aí eu ligo ligo ligo ligo ligo ligo não me atende e eu só bico bico bico  deu sexta-feira de novo já sei aonde isso vai dar é dia de chopp em dobro sei lá se eu vou aguentar  ficar sem beber ficar sem ligar ficar sem chorar ah ah ah  aí eu bebo e fico tonto lembro de nada nem do meu nome  esqueço tudo quase tudo só não esqueço seu telefone  aí eu bebo e fico tonto lembro de nada nem do meu nome  esqueço tudo quase tudo só não esqueço seu telefone  aí eu bebo e fico tonto lembro de nada nem do meu nome  esqueço tudo quase tudo só não esqueço seu telefone  aí eu ligo ligo ligo ligo ligo ligo não me atende e eu só bico bico bico  aí eu ligo ligo ligo ligo ligo ligo não me atende e eu só bico bico bico  deu sexta-feira de novo,"['deu', 'sexta', 'feira', 'de', 'novo', 'já', 'sei', 'aonde', 'isso', 'vai', 'dar', 'é', 'dia', 'de', 'chopp', 'em', 'dobro', 'sei', 'lá', 'se', 'eu', 'vou', 'aguentar', 'ficar', 'sem', 'beber', 'ficar', 'sem', 'ligar', 'ficar', 'sem', 'chorar', 'ah', 'ah', 'ah', 'aí', 'eu', 'bebo', 'e', 'fico', 'tonto', 'lembro', 'de', 'nada', 'nem', 'do', 'meu', 'nome', 'esqueço', 'tudo', 'quase', 'tudo', 'só', 'não', 'esqueço', 'seu', 'telefone', 'aí', 'eu', 'bebo', 'e', 'fico', 'tonto', 'lembro', 'de', 'nada', 'nem', 'do', 'meu', 'nome', 'esqueço', 'tudo', 'quase', 'tudo', 'só', 'não', 'esqueço', 'seu', 'telefone', 'aí', 'eu', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'não', 'me', 'atende', 'e', 'eu', 'só', 'bico', 'bico', 'bico', 'aí', 'eu', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'não', 'me', 'atende', 'e', 'eu', 'só', 'bico', 'bico', 'bico', 'deu', 'sexta', 'feira', 'de', 'novo', 'já', 'sei', 'aonde', 'isso', 'vai', 'dar', 'é', 'dia', 'de', 'chopp', 'em', 'dobro', 'sei', 'lá', 'se', 'eu', 'vou', 'aguentar', 'ficar', 'sem', 'beber', 'ficar', 'sem', 'ligar', 'ficar', 'sem', 'chorar', 'ah', 'ah', 'ah', 'aí', 'eu', 'bebo', 'e', 'fico', 'tonto', 'lembro', 'de', 'nada', 'nem', 'do', 'meu', 'nome', 'esqueço', 'tudo', 'quase', 'tudo', 'só', 'não', 'esqueço', 'seu', 'telefone', 'aí', 'eu', 'bebo', 'e', 'fico', 'tonto', 'lembro', 'de', 'nada', 'nem', 'do', 'meu', 'nome', 'esqueço', 'tudo', 'quase', 'tudo', 'só', 'não', 'esqueço', 'seu', 'telefone', 'aí', 'eu', 'bebo', 'e', 'fico', 'tonto', 'lembro', 'de', 'nada', 'nem', 'do', 'meu', 'nome', 'esqueço', 'tudo', 'quase', 'tudo', 'só', 'não', 'esqueço', 'seu', 'telefone', 'aí', 'eu', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'não', 'me', 'atende', 'e', 'eu', 'só', 'bico', 'bico', 'bico', 'aí', 'eu', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'ligo', 'não', 'me', 'atende', 'e', 'eu', 'só', 'bico', 'bico', 'bico', 'deu', 'sexta', 'feira', 'de', 'novo']",[],[],[],[],[],1184,0,0,0,0,0,0
Parabéns,Pabllo Vittar,hoje é um dia especial te dou um presente você não viu nada igual olha aqui menino quantos anos você tem sei que cê tá lindo e merece parabéns  eu digo humm o clima tá gostoso humm eu vou comer seu bolo humm seu pedaço vem primeiro tem bolo pra tu e também pro baile inteiro  ra ra ra tim bum é big big big big big o seu bumbum te dou parabéns quando para a bunda te dou parabéns quando para a bunda te dou parabéns quando para a bunda te dou parabéns quando para a bunda  hoje é um dia especial te dou um presente você não viu nada igual olha aqui menina quantos anos você tem sei que cê tá linda e merece parabéns  eu digo humm o clima tá gostoso humm eu vou comer seu bolo humm seu pedaço vem primeiro tem bolo pra tu e também pro baile inteiro  ra ra ra tim bum é big big big big big o seu bumbum te dou parabéns quando para a bunda te dou parabéns quando para a bunda te dou parabéns quando para a bunda te dou parabéns quando para a bunda,"['hoje', 'é', 'um', 'dia', 'especial', 'te', 'dou', 'um', 'presente', 'você', 'não', 'viu', 'nada', 'igual', 'olha', 'aqui', 'menino', 'quantos', 'anos', 'você', 'tem', 'sei', 'que', 'cê', 'tá', 'lindo', 'e', 'merece', 'parabéns', 'eu', 'digo', 'humm', 'o', 'clima', 'tá', 'gostoso', 'humm', 'eu', 'vou', 'comer', 'seu', 'bolo', 'humm', 'seu', 'pedaço', 'vem', 'primeiro', 'tem', 'bolo', 'pra', 'tu', 'e', 'também', 'pro', 'baile', 'inteiro', 'ra', 'ra', 'ra', 'tim', 'bum', 'é', 'big', 'big', 'big', 'big', 'big', 'o', 'seu', 'bumbum', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'hoje', 'é', 'um', 'dia', 'especial', 'te', 'dou', 'um', 'presente', 'você', 'não', 'viu', 'nada', 'igual', 'olha', 'aqui', 'menina', 'quantos', 'anos', 'você', 'tem', 'sei', 'que', 'cê', 'tá', 'linda', 'e', 'merece', 'parabéns', 'eu', 'digo', 'humm', 'o', 'clima', 'tá', 'gostoso', 'humm', 'eu', 'vou', 'comer', 'seu', 'bolo', 'humm', 'seu', 'pedaço', 'vem', 'primeiro', 'tem', 'bolo', 'pra', 'tu', 'e', 'também', 'pro', 'baile', 'inteiro', 'ra', 'ra', 'ra', 'tim', 'bum', 'é', 'big', 'big', 'big', 'big', 'big', 'o', 'seu', 'bumbum', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda', 'te', 'dou', 'parabéns', 'quando', 'para', 'a', 'bunda']","['bunda', 'bunda', 'bunda', 'bunda', 'bunda', 'bunda', 'bunda', 'bunda']","['bumbum', 'bumbum']",[],[],[],944,8,0,2,0,0,10
Delicinha,Gabriel Gava,eu saio eu bebo eu beijo se for preciso até deito com outra pessoa pra te esquecer mas o duro é o dia seguinte saber que não resolve nada pensar na pessoa certa e fazer amor com a errada oh minha delicinha volta pra vida minha oh minha delicinha volta pra vida minha aquela mexidinha só você que tinha aquela mexidinha só você que tinha,"['eu', 'saio', 'eu', 'bebo', 'eu', 'beijo', 'se', 'for', 'preciso', 'até', 'deito', 'com', 'outra', 'pessoa', 'pra', 'te', 'esquecer', 'mas', 'o', 'duro', 'é', 'o', 'dia', 'seguinte', 'saber', 'que', 'não', 'resolve', 'nada', 'pensar', 'na', 'pessoa', 'certa', 'e', 'fazer', 'amor', 'com', 'a', 'errada', 'oh', 'minha', 'delicinha', 'volta', 'pra', 'vida', 'minha', 'oh', 'minha', 'delicinha', 'volta', 'pra', 'vida', 'minha', 'aquela', 'mexidinha', 'só', 'você', 'que', 'tinha', 'aquela', 'mexidinha', 'só', 'você', 'que', 'tinha']",[],[],[],[],[],336,0,0,0,0,0,0
Radin Ligado,João Neto e Frederico,tô cansado de ouvir que eu tô acabando com a minha vida que ela já tá de rolo novo quase apresentando pra família  vai amar pra você saber vai largar pra você sofrer paga uma caixa pra eu beber depois eu falo com você  deixa eu com meu radin ligado respeita o meu estado o volume tá no 4 e a sofrência tá no talo tô curando machucado com álcool  deixa eu com meu radin ligado respeita o meu estado coração tá apanhando e os modão só tá tocando os auto falante rachando pra ninguém ouvir que meu peito tá chorando  ai ai ai ai ai ai ai ai ai ai  os modão só tá tocando pra ninguém ouvir que meu peito tá chorando,"['tô', 'cansado', 'de', 'ouvir', 'que', 'eu', 'tô', 'acabando', 'com', 'a', 'minha', 'vida', 'que', 'ela', 'já', 'tá', 'de', 'rolo', 'novo', 'quase', 'apresentando', 'pra', 'família', 'vai', 'amar', 'pra', 'você', 'saber', 'vai', 'largar', 'pra', 'você', 'sofrer', 'paga', 'uma', 'caixa', 'pra', 'eu', 'beber', 'depois', 'eu', 'falo', 'com', 'você', 'deixa', 'eu', 'com', 'meu', 'radin', 'ligado', 'respeita', 'o', 'meu', 'estado', 'o', 'volume', 'tá', 'no', '4', 'e', 'a', 'sofrência', 'tá', 'no', 'talo', 'tô', 'curando', 'machucado', 'com', 'álcool', 'deixa', 'eu', 'com', 'meu', 'radin', 'ligado', 'respeita', 'o', 'meu', 'estado', 'coração', 'tá', 'apanhando', 'e', 'os', 'modão', 'só', 'tá', 'tocando', 'os', 'auto', 'falante', 'rachando', 'pra', 'ninguém', 'ouvir', 'que', 'meu', 'peito', 'tá', 'chorando', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'os', 'modão', 'só', 'tá', 'tocando', 'pra', 'ninguém', 'ouvir', 'que', 'meu', 'peito', 'tá', 'chorando']",[],[],[],[],[],611,0,0,0,0,0,0
Libera Ela,Raffa Torres,ei brother 'cê' vai enrolar ela até quando? tem sorte que ela não viu que só ela que 'tá' amando só te falo que tem gente aí sozinho que daria tudo pra ter isso tudo você tem o que todo mundo quer mas quer todo mundo se você sempre tem e não quer ficar junto  libera ela 'cê' tá roubando tempo 'cê' tá ocupando o espaço do amor da vida dela libera ela tá atrasando os planos do casório do cachorro do neném com a cara dela libera ela libera ela,"['ei', 'brother', 'cê', 'vai', 'enrolar', 'ela', 'até', 'quando', 'tem', 'sorte', 'que', 'ela', 'não', 'viu', 'que', 'só', 'ela', 'que', 'tá', 'amando', 'só', 'te', 'falo', 'que', 'tem', 'gente', 'aí', 'sozinho', 'que', 'daria', 'tudo', 'pra', 'ter', 'isso', 'tudo', 'você', 'tem', 'o', 'que', 'todo', 'mundo', 'quer', 'mas', 'quer', 'todo', 'mundo', 'se', 'você', 'sempre', 'tem', 'e', 'não', 'quer', 'ficar', 'junto', 'libera', 'ela', 'cê', 'tá', 'roubando', 'tempo', 'cê', 'tá', 'ocupando', 'o', 'espaço', 'do', 'amor', 'da', 'vida', 'dela', 'libera', 'ela', 'tá', 'atrasando', 'os', 'planos', 'do', 'casório', 'do', 'cachorro', 'do', 'neném', 'com', 'a', 'cara', 'dela', 'libera', 'ela', 'libera', 'ela']",[],[],[],[],[],444,0,0,0,0,0,0
My Only One,Sebastian Yatra,i remember when i met you i didn't want to fall i felt my hands were shaking 'cause you looked so beautiful  i remember when you kissed me i knew you were the one and oh my hands were shaking when you played my favorite song  i don't know why but every time i look into your eyes i see a thousand falling shooting stars and yes i love you i can't believe that every night you're by my side  promise i'll stay here 'till the morning and pick you up when you're falling when the rain gets rough when you've had enough i'll just sweep you off your feet and fix you with my love my only one my only one  tell me how you do it i can barely breathe with the smile you get you get the best of me and all i really want is to give you all of me tell me how you do it how you bring me back you bring me back to life then make my heartbeat stop i can't take it  i don't know why but every time i look into your eyes i see a thousand falling shooting stars and yes i love you i can't believe that every night you're by my side  voy a cuidarte por las noches voy a amarte sin reproches te voy a extrañar en la tempestad y aunque existan mil razones para renunciar promise i'll stay here 'till the morning and pick you up when you're falling when the rain gets rough when you've had enough i'll just sweep you off your feet and fix you with my love my only one there's no one else my only one there's no one else you are my only one it's just there's no one else ouh uoh my only one my only,"['i', 'remember', 'when', 'i', 'met', 'you', 'i', 'didn', 't', 'want', 'to', 'fall', 'i', 'felt', 'my', 'hands', 'were', 'shaking', 'cause', 'you', 'looked', 'so', 'beautiful', 'i', 'remember', 'when', 'you', 'kissed', 'me', 'i', 'knew', 'you', 'were', 'the', 'one', 'and', 'oh', 'my', 'hands', 'were', 'shaking', 'when', 'you', 'played', 'my', 'favorite', 'song', 'i', 'don', 't', 'know', 'why', 'but', 'every', 'time', 'i', 'look', 'into', 'your', 'eyes', 'i', 'see', 'a', 'thousand', 'falling', 'shooting', 'stars', 'and', 'yes', 'i', 'love', 'you', 'i', 'can', 't', 'believe', 'that', 'every', 'night', 'you', 're', 'by', 'my', 'side', 'promise', 'i', 'll', 'stay', 'here', 'till', 'the', 'morning', 'and', 'pick', 'you', 'up', 'when', 'you', 're', 'falling', 'when', 'the', 'rain', 'gets', 'rough', 'when', 'you', 've', 'had', 'enough', 'i', 'll', 'just', 'sweep', 'you', 'off', 'your', 'feet', 'and', 'fix', 'you', 'with', 'my', 'love', 'my', 'only', 'one', 'my', 'only', 'one', 'tell', 'me', 'how', 'you', 'do', 'it', 'i', 'can', 'barely', 'breathe', 'with', 'the', 'smile', 'you', 'get', 'you', 'get', 'the', 'best', 'of', 'me', 'and', 'all', 'i', 'really', 'want', 'is', 'to', 'give', 'you', 'all', 'of', 'me', 'tell', 'me', 'how', 'you', 'do', 'it', 'how', 'you', 'bring', 'me', 'back', 'you', 'bring', 'me', 'back', 'to', 'life', 'then', 'make', 'my', 'heartbeat', 'stop', 'i', 'can', 't', 'take', 'it', 'i', 'don', 't', 'know', 'why', 'but', 'every', 'time', 'i', 'look', 'into', 'your', 'eyes', 'i', 'see', 'a', 'thousand', 'falling', 'shooting', 'stars', 'and', 'yes', 'i', 'love', 'you', 'i', 'can', 't', 'believe', 'that', 'every', 'night', 'you', 're', 'by', 'my', 'side', 'voy', 'a', 'cuidarte', 'por', 'las', 'noches', 'voy', 'a', 'amarte', 'sin', 'reproches', 'te', 'voy', 'a', 'extrañar', 'en', 'la', 'tempestad', 'y', 'aunque', 'existan', 'mil', 'razones', 'para', 'renunciar', 'promise', 'i', 'll', 'stay', 'here', 'till', 'the', 'morning', 'and', 'pick', 'you', 'up', 'when', 'you', 're', 'falling', 'when', 'the', 'rain', 'gets', 'rough', 'when', 'you', 've', 'had', 'enough', 'i', 'll', 'just', 'sweep', 'you', 'off', 'your', 'feet', 'and', 'fix', 'you', 'with', 'my', 'love', 'my', 'only', 'one', 'there', 's', 'no', 'one', 'else', 'my', 'only', 'one', 'there', 's', 'no', 'one', 'else', 'you', 'are', 'my', 'only', 'one', 'it', 's', 'just', 'there', 's', 'no', 'one', 'else', 'ouh', 'uoh', 'my', 'only', 'one', 'my', 'only']",[],[],[],[],[],1476,0,0,0,0,0,0
Amor de Que (Áudio Oficial),Pabllo Vittar,o que os olhos não veem o coração não sente eu tenho um jeito de amar bem diferente o que você não vê é que as outras mentem eu tô dizendo a verdade na tua frente  veja bem não é maldade é que tem tanto homem bonito na cidade e eu tô na flor da idade melhor se arrepender do que passar vontade  eu espero que você me entenda que o meu amor é amor de quenga  eu não quero que você se prenda no meu amor amor de quenga  eu sento tu sente eu sento tu sente eu sento tu sente assim é a gente  eu sento tu sente eu sento tu sente eu sento tu sente assim é a gente,"['o', 'que', 'os', 'olhos', 'não', 'veem', 'o', 'coração', 'não', 'sente', 'eu', 'tenho', 'um', 'jeito', 'de', 'amar', 'bem', 'diferente', 'o', 'que', 'você', 'não', 'vê', 'é', 'que', 'as', 'outras', 'mentem', 'eu', 'tô', 'dizendo', 'a', 'verdade', 'na', 'tua', 'frente', 'veja', 'bem', 'não', 'é', 'maldade', 'é', 'que', 'tem', 'tanto', 'homem', 'bonito', 'na', 'cidade', 'e', 'eu', 'tô', 'na', 'flor', 'da', 'idade', 'melhor', 'se', 'arrepender', 'do', 'que', 'passar', 'vontade', 'eu', 'espero', 'que', 'você', 'me', 'entenda', 'que', 'o', 'meu', 'amor', 'é', 'amor', 'de', 'quenga', 'eu', 'não', 'quero', 'que', 'você', 'se', 'prenda', 'no', 'meu', 'amor', 'amor', 'de', 'quenga', 'eu', 'sento', 'tu', 'sente', 'eu', 'sento', 'tu', 'sente', 'eu', 'sento', 'tu', 'sente', 'assim', 'é', 'a', 'gente', 'eu', 'sento', 'tu', 'sente', 'eu', 'sento', 'tu', 'sente', 'eu', 'sento', 'tu', 'sente', 'assim', 'é', 'a', 'gente']",[],[],[],[],[],558,0,0,0,0,0,0
Meu mel,Anitta,meu mel lembra aquele quarto de hotel você era dali e eu pincel pronta para te levar pro céu doido pra provar  o que eu sempre quis te fazer feliz como você faz pra mim  o sabor que trouxe levemente doce com um toque de jasmim  amor verdadeiro melhor que brigadeiro tem poesia no seu cheiro  se jardineiro eu fosse eu regaria dia e noite o nosso jardim  quer provar meu mel pra adoçar a sua boca quer provar meu mel e vai melar a boca toda  que provar meu mel pra adoçar a sua boca quer provar meu mel então eu vou te dar  meu mel lembra aquele quarto de hotel você era dali e eu pincel pronta para te levar pro céu doido pra provar  meu mel mel mel  cê ta doida louca pra provar meu mel doido louco pra provar meu mel doida louca pra provar meu mel doido louco pra poder provar meu mel,"['meu', 'mel', 'lembra', 'aquele', 'quarto', 'de', 'hotel', 'você', 'era', 'dali', 'e', 'eu', 'pincel', 'pronta', 'para', 'te', 'levar', 'pro', 'céu', 'doido', 'pra', 'provar', 'o', 'que', 'eu', 'sempre', 'quis', 'te', 'fazer', 'feliz', 'como', 'você', 'faz', 'pra', 'mim', 'o', 'sabor', 'que', 'trouxe', 'levemente', 'doce', 'com', 'um', 'toque', 'de', 'jasmim', 'amor', 'verdadeiro', 'melhor', 'que', 'brigadeiro', 'tem', 'poesia', 'no', 'seu', 'cheiro', 'se', 'jardineiro', 'eu', 'fosse', 'eu', 'regaria', 'dia', 'e', 'noite', 'o', 'nosso', 'jardim', 'quer', 'provar', 'meu', 'mel', 'pra', 'adoçar', 'a', 'sua', 'boca', 'quer', 'provar', 'meu', 'mel', 'e', 'vai', 'melar', 'a', 'boca', 'toda', 'que', 'provar', 'meu', 'mel', 'pra', 'adoçar', 'a', 'sua', 'boca', 'quer', 'provar', 'meu', 'mel', 'então', 'eu', 'vou', 'te', 'dar', 'meu', 'mel', 'lembra', 'aquele', 'quarto', 'de', 'hotel', 'você', 'era', 'dali', 'e', 'eu', 'pincel', 'pronta', 'para', 'te', 'levar', 'pro', 'céu', 'doido', 'pra', 'provar', 'meu', 'mel', 'mel', 'mel', 'cê', 'ta', 'doida', 'louca', 'pra', 'provar', 'meu', 'mel', 'doido', 'louco', 'pra', 'provar', 'meu', 'mel', 'doida', 'louca', 'pra', 'provar', 'meu', 'mel', 'doido', 'louco', 'pra', 'poder', 'provar', 'meu', 'mel']",[],[],[],[],[],786,0,0,0,0,0,0
Onze e Pouquinho,Dilsinho,eu achei que eu tinha maturidade pra isso eu não tenho nenhuma onze e pouquinho te pego na sua casa eu já to indo se arruma  nós dois suados na cama conversando sobre a vida sem falar de amor e beijo no rosto na despedida  agimos com a maior frieza do mundo achei até que eu tava entendendo errado traí nosso combinado  era pra ser só mais um rolé de boa mas quando rola a química a noite voa não tava nos planos outro convidado mas o meu coração entrou sem ser chamado,"['eu', 'achei', 'que', 'eu', 'tinha', 'maturidade', 'pra', 'isso', 'eu', 'não', 'tenho', 'nenhuma', 'onze', 'e', 'pouquinho', 'te', 'pego', 'na', 'sua', 'casa', 'eu', 'já', 'to', 'indo', 'se', 'arruma', 'nós', 'dois', 'suados', 'na', 'cama', 'conversando', 'sobre', 'a', 'vida', 'sem', 'falar', 'de', 'amor', 'e', 'beijo', 'no', 'rosto', 'na', 'despedida', 'agimos', 'com', 'a', 'maior', 'frieza', 'do', 'mundo', 'achei', 'até', 'que', 'eu', 'tava', 'entendendo', 'errado', 'traí', 'nosso', 'combinado', 'era', 'pra', 'ser', 'só', 'mais', 'um', 'rolé', 'de', 'boa', 'mas', 'quando', 'rola', 'a', 'química', 'a', 'noite', 'voa', 'não', 'tava', 'nos', 'planos', 'outro', 'convidado', 'mas', 'o', 'meu', 'coração', 'entrou', 'sem', 'ser', 'chamado']",[],[],[],['cama'],[],469,0,0,0,0,1,1
Chama Ela,Lexa,desse jeitinho hein  pedro sampaio no beat ela vem  alô pedro tô chegando  vamo ver no que vai dar tô na pista vou ferver tô querendo provocar hoje eu vou fazer história e a intenção é não parar não parar  é é  mostra habilidade que essa cintura tem mexendo mexendo chama ela que ela vem  mostra habilidade que essa cintura tem mexendo mexendo chama ela que ela vem  chama ela que ela vem,"['desse', 'jeitinho', 'hein', 'pedro', 'sampaio', 'no', 'beat', 'ela', 'vem', 'alô', 'pedro', 'tô', 'chegando', 'vamo', 'ver', 'no', 'que', 'vai', 'dar', 'tô', 'na', 'pista', 'vou', 'ferver', 'tô', 'querendo', 'provocar', 'hoje', 'eu', 'vou', 'fazer', 'história', 'e', 'a', 'intenção', 'é', 'não', 'parar', 'não', 'parar', 'é', 'é', 'mostra', 'habilidade', 'que', 'essa', 'cintura', 'tem', 'mexendo', 'mexendo', 'chama', 'ela', 'que', 'ela', 'vem', 'mostra', 'habilidade', 'que', 'essa', 'cintura', 'tem', 'mexendo', 'mexendo', 'chama', 'ela', 'que', 'ela', 'vem', 'chama', 'ela', 'que', 'ela', 'vem']",[],[],[],[],[],388,0,0,0,0,0,0
Verdinha,Ludmilla,eu fiz um pé lá no meu quintal tô vendendo a grama da verdinha a um real eu fiz um pé lá no meu quintal tô vendendo a grama da verdinha a um real  minha mãe já perguntou o meu pai já perguntou a minha vó já perguntou que planta é essa meu amor?  minha mãe já perguntou o meu pai já perguntou a minha vó já perguntou que plantinha é essa meu amor?  sou porra louca mas também sou dedicada em casa não falta nada trabalho pra estudar eu tenho alma de pipa avoada minha vizinha fala fala e não consegue acompanhar um dia eu vou poder falar toda verdade a máscara que vai cair diante da sociedade bang bang não me perturba vou tacar fogo em mais um só pra não ficar maluca  eu fiz um pé lá no meu quintal tô vendendo a grama da verdinha a um real eu fiz um pé lá no meu quintal tô vendendo a grama da verdinha a um real  fiquei loucona chapadona só com a marola da ruama  fiquei loucona chapadona só com a marola da ruama,"['eu', 'fiz', 'um', 'pé', 'lá', 'no', 'meu', 'quintal', 'tô', 'vendendo', 'a', 'grama', 'da', 'verdinha', 'a', 'um', 'real', 'eu', 'fiz', 'um', 'pé', 'lá', 'no', 'meu', 'quintal', 'tô', 'vendendo', 'a', 'grama', 'da', 'verdinha', 'a', 'um', 'real', 'minha', 'mãe', 'já', 'perguntou', 'o', 'meu', 'pai', 'já', 'perguntou', 'a', 'minha', 'vó', 'já', 'perguntou', 'que', 'planta', 'é', 'essa', 'meu', 'amor', 'minha', 'mãe', 'já', 'perguntou', 'o', 'meu', 'pai', 'já', 'perguntou', 'a', 'minha', 'vó', 'já', 'perguntou', 'que', 'plantinha', 'é', 'essa', 'meu', 'amor', 'sou', 'porra', 'louca', 'mas', 'também', 'sou', 'dedicada', 'em', 'casa', 'não', 'falta', 'nada', 'trabalho', 'pra', 'estudar', 'eu', 'tenho', 'alma', 'de', 'pipa', 'avoada', 'minha', 'vizinha', 'fala', 'fala', 'e', 'não', 'consegue', 'acompanhar', 'um', 'dia', 'eu', 'vou', 'poder', 'falar', 'toda', 'verdade', 'a', 'máscara', 'que', 'vai', 'cair', 'diante', 'da', 'sociedade', 'bang', 'bang', 'não', 'me', 'perturba', 'vou', 'tacar', 'fogo', 'em', 'mais', 'um', 'só', 'pra', 'não', 'ficar', 'maluca', 'eu', 'fiz', 'um', 'pé', 'lá', 'no', 'meu', 'quintal', 'tô', 'vendendo', 'a', 'grama', 'da', 'verdinha', 'a', 'um', 'real', 'eu', 'fiz', 'um', 'pé', 'lá', 'no', 'meu', 'quintal', 'tô', 'vendendo', 'a', 'grama', 'da', 'verdinha', 'a', 'um', 'real', 'fiquei', 'loucona', 'chapadona', 'só', 'com', 'a', 'marola', 'da', 'ruama', 'fiquei', 'loucona', 'chapadona', 'só', 'com', 'a', 'marola', 'da', 'ruama']",[],[],[],[],[],917,0,0,0,0,0,0
