,object_type,price,price_wo_extras,extras,size,rooms,floor,moovIn,balcony,lift,public_transport,shopping,rating,adress,publication_date,city,DateofScrapping,age,parking_out,pets_allowed,tv,kids_ok,KG,PS,SS,highway,parking_in
22871778,Wohnung,3300.0,3300.0,350.0,133.0,3.5,3.0,,,,,,,6004 Luzern,2020-02-03,luzern,2020-02-26,,,,,,,,,,
22868280,Wohnung,1500.0,1300.0,200.0,82.0,4.0,1.0,nachVereinbarung,1.0,,,,6.0,"Schädrütistrasse 42, 6006 Luzern",2020-02-03,luzern,2020-02-26,1960,,,1.0,,,,,,
22868365,Dachwohnung,2200.0,2070.0,130.0,60.0,3.0,,15.07.2020,1.0,1.0,150.0,100.0,,6005 Luzern,2020-02-03,luzern,2020-02-26,,,,,,,300.0,,1000.0,
22868674,Wohnung,1780.0,1520.0,260.0,74.0,4.0,2.0,sofort,1.0,,,,4.0,"Hirtenhofstrasse 6, 6005 Luzern",2020-02-03,luzern,2020-02-26,1974,1.0,1.0,1.0,,,,,,1.0
22870038,Wohnung,1380.0,1150.0,230.0,,3.5,4.0,01.04.2020,,,400.0,2500.0,,"Thorenbergstrasse 13, 6014 Luzern",2020-02-03,luzern,2020-02-26,,1.0,,1.0,,,,,3000.0,
22868375,Wohnung,1650.0,1450.0,200.0,68.0,3.0,4.0,01.03.2020,1.0,,,,,"Dreilindenstrasse 15, 6006 Luzern",2020-02-03,luzern,2020-02-26,,,,1.0,,,,,,
13481986,Wohnung,2231.0,1981.0,250.0,101.0,4.5,5.0,13.03.2020,1.0,,50.0,50.0,4.0,"Wesemlinstrasse 1, 6006 Luzern",2020-02-03,luzern,2020-02-26,1920,,,1.0,,50.0,50.0,50.0,2000.0,
22879900,Wohnung,2490.0,2190.0,300.0,110.0,4.5,,sofort,1.0,1.0,300.0,,4.0,"Kreuzbuchstrasse 97, 6006 Luzern",2020-02-03,luzern,2020-02-26,1976,1.0,,1.0,1.0,,,,,
22870019,Dachwohnung,1485.0,1300.0,185.0,55.0,2.5,6.0,sofort,1.0,,80.0,200.0,,"Bireggstrasse 11, 6003 Luzern",2020-02-03,luzern,2020-02-26,,,,1.0,,,,,1200.0,
22859706,Wohnung,1300.0,1090.0,210.0,,3.5,,01.04.2020,1.0,,,,,"Unterwilrain 40, 6014 Luzern",2020-01-31,luzern,2020-02-26,,,,,1.0,,,,,
22868312,Wohnung,1795.0,1615.0,180.0,75.0,3.0,3.0,sofort,1.0,,300.0,400.0,4.0,"Rankhofstrasse 20, 6006 Luzern",2020-02-01,luzern,2020-02-26,1940,1.0,,1.0,,400.0,400.0,,1000.0,
22861695,Wohnung,1570.0,1330.0,240.0,82.0,3.5,11.0,nachVereinbarung,,1.0,800.0,1100.0,5.0,"Waldstrasse 5, 6015 Luzern",2020-01-31,luzern,2020-02-26,1970,1.0,,1.0,,450.0,450.0,1500.0,,1.0
22858565,Wohnung,1930.0,1800.0,130.0,,3.0,,01.04.2020,1.0,,30.0,300.0,,"Klosterstrasse 17, 6003 Luzern",,luzern,2020-02-26,,,1.0,,1.0,460.0,460.0,,,
22859704,Wohnung,1560.0,1450.0,110.0,,2.0,0.0,,1.0,,100.0,150.0,,"Unterlachenstrasse 29, 6005 Luzern",2020-01-31,luzern,2020-02-26,,,,1.0,,,,,,
22866956,Wohnung,432.0,,,,1.0,,nachVereinbarung,,,,,,6003 Luzern LU,2020-02-03,luzern,2020-02-26,,,,,,,,,,
22859702,Wohnung,1200.0,,,,2.0,0.0,,,,,50.0,,"Bernstrasse, 6003 Luzern",2020-01-31,luzern,2020-02-26,,1.0,,,,200.0,,,500.0,
22866955,Wohnung,960.0,,,16.0,1.0,5.0,15.03.2020,1.0,1.0,,,,6004 Luzern LU,2020-02-03,luzern,2020-02-26,,,,1.0,,,,,,
22859707,Wohnung,1550.0,1350.0,200.0,,3.5,1.0,01.03.2020,1.0,,200.0,200.0,,"Bennenegg 28, 6014 Luzern",2020-01-31,luzern,2020-02-26,1972,1.0,,1.0,1.0,200.0,200.0,1000.0,2000.0,1.0
22895662,Dachwohnung,1200.0,,,,4.5,5.0,01.03.2020,1.0,1.0,,,,"Sempacherstrasse 22, 6003 Luzern",2020-02-03,luzern,2020-02-26,,,,,,,,,,
22852386,Wohnung,1680.0,1480.0,200.0,93.0,3.5,3.0,01.04.2020,,,,,6.0,"Büttenenhalde 56, 6006 Luzern",2020-01-30,luzern,2020-02-26,1996,,,,,,,,,
22849723,Wohnung,1540.0,1340.0,200.0,50.0,3.0,2.0,sofort,,1.0,180.0,420.0,,"Blattenmoosstrasse 2, 6014 Luzern",,luzern,2020-02-26,,1.0,1.0,,1.0,80.0,210.0,,,
22855595,Wohnung,1560.0,1380.0,180.0,65.0,3.0,1.0,01.03.2020,1.0,,,,,"Elfenaustrasse 27, 6005 Luzern",2020-01-31,luzern,2020-02-26,,,,1.0,,,,,,
22850698,Wohnung,860.0,770.0,90.0,30.0,1.0,2.0,nachVereinbarung,1.0,1.0,10.0,100.0,5.0,"Kellerstrasse 29, 6005 Luzern",2020-01-30,luzern,2020-02-26,1963,,,1.0,,,,,2000.0,
22853335,Wohnung,900.0,,,14.0,1.0,1.0,01.04.2020,1.0,,,,,6005 Luzern LU,2020-01-31,luzern,2020-02-26,,,,,,,,,,
22852489,Wohnung,1280.0,1160.0,120.0,45.0,2.0,0.0,01.04.2020,1.0,1.0,250.0,450.0,,"Wesemlinstrasse 15, 6006 Luzern",2020-01-30,luzern,2020-02-26,,1.0,1.0,1.0,,,,,,
22936527,Wohnung,3650.0,3300.0,350.0,133.0,3.5,3.0,nachVereinbarung,,,100.0,50.0,,6004 Luzern,2020-01-31,luzern,2020-02-26,1600,,,,,150.0,150.0,150.0,600.0,
22852488,Wohnung,1480.0,1340.0,140.0,82.0,2.5,3.0,01.05.2020,,1.0,50.0,200.0,,"Obergrundstrasse 70, 6003 Luzern",2020-01-30,luzern,2020-02-26,,,,1.0,,100.0,100.0,1000.0,500.0,1.0
22857316,Wohnung,2000.0,,,135.0,4.5,2.0,15.04.2020,,1.0,20.0,130.0,,"Industriestrasse 3, 6005 Luzern",2020-01-31,luzern,2020-02-26,2018,,,1.0,1.0,730.0,1020.0,,,1.0
22852492,Wohnung,2100.0,1850.0,250.0,93.0,3.5,0.0,01.04.2020,1.0,1.0,100.0,50.0,4.0,"Neuhushof 13, 6014 Luzern",2020-01-30,luzern,2020-02-26,2016,,,1.0,1.0,20.0,100.0,800.0,2000.0,1.0
22847259,Attika,889.0,,,85.0,3.5,,01.03.2020,,,,,,"Birkenstrasse 7, 6003 Luzern",2020-01-30,luzern,2020-02-26,,,,,,,,,,
22843387,Wohnung,1980.0,1800.0,180.0,85.0,2.5,1.0,01.04.2020,1.0,1.0,,,5.0,"Lützelmattstrasse 5, 6006 Luzern",2020-01-29,luzern,2020-02-26,2008,1.0,1.0,1.0,,,,,,1.0
22843388,Wohnung,8200.0,,,227.0,5.0,2.0,,1.0,1.0,50.0,,,"HALDENSTRASSE, 6006 Luzern",2020-01-29,luzern,2020-02-26,1981,1.0,1.0,,,,,,,1.0
22843380,Wohnung,1730.0,1480.0,250.0,,4.5,3.0,sofort,1.0,,400.0,400.0,,"Zumbachweg 16, 6005 Luzern",2020-01-29,luzern,2020-02-26,,1.0,,1.0,1.0,400.0,1000.0,1000.0,3700.0,1.0
22936234,Wohnung,1375.0,,,,3.0,,nachVereinbarung,,,,,,"Würzenbachstrasse 48, 6006 Luzern",2020-01-30,luzern,2020-02-26,,,,,,,,,,
22854374,Wohnung,1920.0,1620.0,300.0,98.0,5.5,2.0,01.05.2020,1.0,,500.0,510.0,,"Unterwilrain 42, 6014 Luzern",2020-01-30,luzern,2020-02-26,,1.0,,1.0,1.0,250.0,300.0,,,
22843385,Wohnung,1090.0,1000.0,90.0,34.0,1.0,0.0,01.04.2020,1.0,1.0,400.0,500.0,,"Wesemlinstrasse 15, 6006 Luzern",2020-01-29,luzern,2020-02-26,,1.0,1.0,1.0,,600.0,600.0,1200.0,1500.0,
22848808,Wohnung,1490.0,1260.0,230.0,74.0,3.5,3.0,nachVereinbarung,1.0,1.0,200.0,1000.0,5.0,"Längweiherstr. 16, 6014 Luzern",2020-01-30,luzern,2020-02-26,1978,1.0,1.0,1.0,1.0,200.0,500.0,1500.0,,1.0
22849316,Wohnung,1980.0,1820.0,160.0,110.0,5.5,4.0,sofort,1.0,,100.0,700.0,5.0,"Geissmattstrasse 19, 6004 Luzern",,luzern,2020-02-26,1947,,,1.0,,150.0,500.0,1200.0,500.0,
22843382,Wohnung,2270.0,2090.0,180.0,112.0,4.5,2.0,sofort,1.0,1.0,350.0,500.0,,"Matthofstrasse 6a, 6005 Luzern",2020-01-29,luzern,2020-02-26,,1.0,,1.0,1.0,550.0,,,,1.0
22843377,Wohnung,1340.0,1170.0,170.0,60.0,3.0,1.0,,,,,,,"Baselstrasse 63, 6003 Luzern",2020-01-29,luzern,2020-02-26,,,,,,,,,,
22847990,Wohnung,1300.0,1110.0,190.0,55.0,2.0,0.0,01.04.2020,1.0,,200.0,700.0,5.0,"Geissmattstrasse 50, 6004 Luzern",,luzern,2020-02-26,1990,,,,,,,,1000.0,
22847642,Wohnung,1770.0,1570.0,200.0,92.0,3.5,1.0,nachVereinbarung,,,200.0,,,"Säntihof 8, 6014 Luzern",2020-01-29,luzern,2020-02-26,1997,,1.0,,,,,,,
22842167,Wohnung,1645.0,1425.0,220.0,,4.5,2.0,nachVereinbarung,1.0,,,,,"Unterwilrain 44, 6014 Luzern",2020-01-29,luzern,2020-02-26,,,1.0,1.0,,,,,,
22849746,Wohnung,1020.0,920.0,100.0,30.0,1.0,1.0,nachVereinbarung,,1.0,,,3.0,"Maihofstr. 68A, 6006 Luzern",2020-01-29,luzern,2020-02-26,1965,,,,,,198.0,,,
22847637,Wohnung,1870.0,1630.0,240.0,92.0,3.5,3.0,nachVereinbarung,,,200.0,,4.0,"Säntihof 6, 6014 Luzern",2020-01-29,luzern,2020-02-26,1997,,1.0,,,,,,,
22840688,Wohnung,1640.0,1510.0,130.0,63.0,2.5,,sofort,1.0,,,,4.0,"Sternmattstrasse 13, 6005 Luzern LU",2020-01-29,luzern,2020-02-26,1942,,,,,,,,,
22840362,Maisonette,4800.0,4450.0,350.0,,5.5,,27.03.2020,1.0,1.0,300.0,600.0,,"Mozartstrasse 30, 6004 Luzern",2020-01-29,luzern,2020-02-26,2016,,,1.0,,,,,2000.0,1.0
22840366,Wohnung,1450.0,1270.0,180.0,56.0,3.0,0.0,01.04.2020,1.0,,,,,"Bernstrasse 39, 6003 Luzern",2020-01-29,luzern,2020-02-26,,1.0,,1.0,,,,,,
22831634,Wohnung,1850.0,1670.0,180.0,73.0,3.5,4.0,13.04.2020,1.0,,50.0,50.0,4.0,"Wesemlinstrasse 1, 6006 Luzern",2020-01-28,luzern,2020-02-26,1920,,,1.0,,50.0,50.0,50.0,2000.0,
22848879,Wohnung,1900.0,1640.0,260.0,76.0,3.5,12.0,01.03.2020,,1.0,25.0,25.0,5.0,"Zihlmattweg 44, 6005 Luzern",2020-01-29,luzern,2020-02-26,2012,,1.0,1.0,1.0,1000.0,1000.0,1000.0,,1.0
22831641,Wohnung,1550.0,1350.0,200.0,64.0,2.0,2.0,01.05.2020,,1.0,20.0,,4.0,"Obergrundstrasse 72, 6003 Luzern",2020-01-28,luzern,2020-02-26,1960,,1.0,1.0,,50.0,50.0,50.0,1000.0,
22838733,Wohnung,1300.0,1110.0,190.0,55.0,2.0,0.0,,,,,,,6004 Luzern,2020-01-29,luzern,2020-02-26,,,,,,,,,,
22849068,Wohnung,1890.0,1690.0,200.0,66.0,3.5,2.0,nachVereinbarung,1.0,,,,,"Bodenhofstrasse 13, 6005 Luzern",2020-01-28,luzern,2020-02-26,,,,,,,,,,
22832804,Wohnung,3675.0,3375.0,300.0,155.0,5.5,4.0,01.06.2020,,1.0,300.0,350.0,5.0,"Johanna-Hodel-Gasse 3, 6005 Luzern",2020-01-28,luzern,2020-02-26,2012,1.0,,1.0,1.0,100.0,1200.0,450.0,2700.0,
22907717,Wohnung,1415.0,1185.0,230.0,,3.5,3.0,01.03.2020,,,,,,"Luzernerstrasse 67, 6014 Luzern",2020-01-28,luzern,2020-02-26,,,,,,,,,,
23002664,Wohnung,2490.0,2220.0,270.0,119.0,5.5,2.0,,,,250.0,1600.0,5.0,"Maihofstrasse 95 B, 6006 Luzern",2020-01-28,luzern,2020-02-26,2002,,,,,450.0,1600.0,1600.0,,
22848011,Wohnung,2240.0,1890.0,350.0,95.0,4.5,0.0,01.06.2020,,,,,4.0,"Sternmattstrasse 34, 6005 Luzern",2020-01-29,luzern,2020-02-26,1933,,,,,,,,,1.0
22838841,Dachwohnung,1720.0,1520.0,200.0,,3.5,3.0,01.05.2020,1.0,,,,,"Sandeggstrasse 11, 6015 Luzern",2020-01-29,luzern,2020-02-26,,1.0,,1.0,,,,,,
22831572,Wohnung,1400.0,,,45.0,1.5,2.0,01.04.2020,,1.0,,,,"Moosstrasse 2, 6003 Luzern",2020-01-28,luzern,2020-02-26,,,,1.0,,,,,,
22828816,Wohnung,1820.0,1700.0,120.0,57.0,2.5,4.0,nachVereinbarung,1.0,,,,3.0,"Winkelriedstrasse 56, 6003 Luzern",2020-01-27,luzern,2020-02-26,1964,,,,,,,,,
22828985,Wohnung,1595.0,,,,3.5,2.0,,,1.0,,,,"Klosterstrasse 15, 6003 Luzern",2020-01-27,luzern,2020-02-26,,,,,,,,,,
22831527,Wohnung,1700.0,1550.0,150.0,71.0,2.5,-1.0,09.04.2020,,1.0,,,,"Bireggring 18, 6005 Luzern",2020-01-28,luzern,2020-02-26,2015,,1.0,1.0,,,,,,1.0
22830050,Wohnung,1300.0,1100.0,200.0,210.0,1.0,5.0,01.05.2020,1.0,1.0,,,,"Pilatusstrasse 34, 6003 Luzern LU",2020-01-28,luzern,2020-02-26,,,,,,,,,,
22828993,Wohnung,2790.0,2500.0,290.0,116.0,2.5,1.0,,1.0,,200.0,400.0,3.0,"Obergrundstrasse 115, 6005 Luzern",2020-01-27,luzern,2020-02-26,1923,,,1.0,,400.0,400.0,,200.0,1.0
22828984,Wohnung,1230.0,1050.0,180.0,58.0,2.5,3.0,01.04.2020,,1.0,150.0,100.0,,"Gibraltarstrasse 7, 6003 Luzern",2020-01-27,luzern,2020-02-26,,,,,,100.0,100.0,,100.0,
22831564,Wohnung,1930.0,1700.0,230.0,100.0,4.0,3.0,nachVereinbarung,1.0,,,,,"Nägelistrasse  5, 6004 Luzern",2020-01-28,luzern,2020-02-26,,,,,,,,,,
22828992,Wohnung,1870.0,1695.0,175.0,81.0,3.5,0.0,,1.0,,200.0,1000.0,,"Hirtenhofring 15, 6005 Luzern",2020-01-27,luzern,2020-02-26,,1.0,,1.0,1.0,500.0,,,,
22832079,Wohnung,1425.0,1185.0,240.0,,3.0,1.0,nachVereinbarung,,,,,,"Luzernerstrasse 77, 6014 Luzern",2020-01-27,luzern,2020-02-26,,,,,,,,,,
22826287,Wohnung,660.0,,,14.0,1.0,1.0,sofort,1.0,1.0,,,,6005 Luzern LU,2020-01-27,luzern,2020-02-26,,,1.0,,,,,,,
22905574,Wohnung,1230.0,,,60.0,2.5,,01.04.2020,,,,,,"Gibraltarstrasse 7, 6003 Luzern",2020-01-27,luzern,2020-02-26,,,,,,,,,,
22825952,Wohnung,1465.0,1295.0,170.0,,2.5,1.0,01.03.2020,,,,,,"Zürichstrasse 73, 6004 Luzern",2020-01-27,luzern,2020-02-26,,,,,,,,,,
22827502,Wohnung,1830.0,1690.0,140.0,74.0,3.5,6.0,sofort,,1.0,200.0,200.0,,"Sempacherstrasse 1, 6003 Luzern",2020-01-27,luzern,2020-02-26,,,,1.0,,,,,,
22824163,Wohnung,1600.0,1450.0,150.0,71.0,3.5,8.0,16.03.2020,1.0,1.0,500.0,900.0,,"Fluhmühlerain 20, 6015 Luzern",2020-01-27,luzern,2020-02-26,,1.0,,1.0,,50.0,250.0,250.0,2500.0,1.0
22824141,Wohnung,1600.0,1450.0,150.0,71.0,3.5,7.0,sofort,1.0,1.0,500.0,900.0,,"Fluhmühlerain 24, 6015 Luzern",2020-01-27,luzern,2020-02-26,,1.0,,1.0,,50.0,250.0,250.0,2500.0,1.0
22824206,Dachwohnung,2750.0,2550.0,200.0,96.0,4.5,3.0,01.05.2020,1.0,,,,,"Elfenaustrasse 39, 6005 Luzern",2020-01-27,luzern,2020-02-26,,,1.0,1.0,,,,,,
22825263,Wohnung,2170.0,1890.0,280.0,108.0,4.5,2.0,,1.0,1.0,,,,"Rothenpark 2, 6015 Luzern",2020-01-27,luzern,2020-02-26,,1.0,,,,,,,,1.0
22824176,Wohnung,1300.0,1160.0,140.0,65.0,2.5,0.0,31.03.2020,1.0,,300.0,500.0,,"Luegetenstrasse 23, 6004 Luzern",2020-01-27,luzern,2020-02-26,,,,1.0,,500.0,500.0,,1000.0,
22831593,Wohnung,2500.0,2250.0,250.0,,4.0,,01.04.2020,,,250.0,200.0,,"Bergstrasse 25, 6004 Luzern",2020-01-27,luzern,2020-02-26,,1.0,,1.0,,,,,3600.0,
22811415,Wohnung,2520.0,2300.0,220.0,156.0,4.5,1.0,sofort,1.0,1.0,,,5.0,"Staldenhof Alt, 6014 Luzern",2020-01-24,luzern,2020-02-26,2016,1.0,,,,,,,,1.0
22903830,Dachwohnung,2750.0,2500.0,250.0,80.0,3.0,3.0,01.05.2020,,,,,,"Reusssteg 10, 6003 Luzern",2020-01-24,luzern,2020-02-26,,,,,,,,,,
22811406,Wohnung,1980.0,1780.0,200.0,108.0,4.5,4.0,01.04.2020,1.0,1.0,100.0,650.0,,"Waldstrasse 7, 6015 Luzern",2020-01-24,luzern,2020-02-26,,,,,,350.0,350.0,,,
22821204,Wohnung,1920.0,1680.0,240.0,101.0,4.5,3.0,01.04.2020,,,,,6.0,"Büttenenhalde 60, 6006 Luzern",2020-01-25,luzern,2020-02-26,1996,,,,,,,,,
22814788,Wohnung,1440.0,1260.0,180.0,55.0,2.5,3.0,15.03.2020,1.0,1.0,100.0,100.0,,"Bruchstrasse 29, 6003 Luzern",,luzern,2020-02-26,1993,,,,,150.0,150.0,150.0,800.0,
22811423,Wohnung,1430.0,1260.0,170.0,60.0,3.0,2.0,01.03.2020,1.0,,,,,"Elfenaustrasse 36, 6005 Luzern",2020-01-24,luzern,2020-02-26,,,,,,,,,,1.0
22974369,Wohnung,2200.0,1900.0,300.0,100.0,3.5,0.0,sofort,1.0,1.0,,,,"Tribschenstrasse (nähe Manorfood), 6005 Luzern",2020-01-24,luzern,2020-02-26,,,,,1.0,,,,,1.0
22812226,Wohnung,1430.0,,,83.0,3.5,,nachVereinbarung,,,,,,"Langensandstrasse, 63, 6005 Luzern",2020-01-24,luzern,2020-02-26,,,,,,,,,,
22924324,Wohnung,990.0,,,,1.5,,nachVereinbarung,,,,,,6003 Luzern LU,2020-01-24,luzern,2020-02-26,,,,,,,,,,
22817221,Wohnung,2490.0,2190.0,300.0,110.0,4.5,3.0,sofort,1.0,1.0,,,4.0,"Kreuzbuchstrasse, 6006 Luzern",2020-01-24,luzern,2020-02-26,1976,1.0,,,,,,,,
22804823,Wohnung,1300.0,,,33.0,1.5,6.0,sofort,1.0,1.0,200.0,500.0,,"Kreuzbuchrain 12, 6006 Luzern",2020-01-23,luzern,2020-02-26,1978,1.0,1.0,1.0,1.0,,,,,1.0
22811722,Wohnung,1500.0,1300.0,200.0,75.0,3.5,3.0,01.05.2020,,,100.0,800.0,5.0,"Würzenbachstr. 52, 6006 Luzern",2020-01-24,luzern,2020-02-26,1961,,1.0,,,,,,,
22806804,Attika,2127.0,1827.0,300.0,100.0,3.5,5.0,sofort,1.0,1.0,100.0,100.0,,"Ruopigenhöhe 12, 6015 Luzern",2020-01-23,luzern,2020-02-26,,1.0,1.0,1.0,,200.0,100.0,100.0,1000.0,1.0
22808261,Maisonette,2400.0,2050.0,350.0,125.0,5.5,4.0,sofort,1.0,1.0,300.0,600.0,4.0,"Matthof 16, 6014 Luzern",2020-01-23,luzern,2020-02-26,1980,,,1.0,1.0,250.0,700.0,150.0,3000.0,1.0
22806807,Wohnung,1440.0,1260.0,180.0,72.0,3.0,0.0,nachVereinbarung,1.0,,,,,"Elfenaustrasse  42, 6005 Luzern",2020-01-23,luzern,2020-02-26,,1.0,,,,,,,,
22684901,Wohnung,680.0,620.0,60.0,16.0,1.0,11.0,01.03.2020,1.0,1.0,,,,"Reusszopf 21, 6015 Luzern LU",2020-01-24,luzern,2020-02-26,2001,,1.0,,,,,,,
22808260,Wohnung,2340.0,2100.0,240.0,110.0,4.5,1.0,01.07.2020,1.0,1.0,200.0,100.0,4.0,"Neuhushof 9, 6014 Luzern",2020-01-23,luzern,2020-02-26,2016,,,,1.0,100.0,100.0,500.0,2000.0,1.0
22807817,Wohnung,1480.0,1200.0,280.0,77.0,3.5,1.0,nachVereinbarung,,1.0,100.0,100.0,5.0,"Löwengrube 8, 6014 Luzern",2020-01-23,luzern,2020-02-26,1968,1.0,1.0,1.0,,,,,,
22555973,Wohnung,1670.0,1420.0,250.0,74.0,3.0,0.0,sofort,,,200.0,300.0,5.0,"Würzenbachmatte 29, 6006 Luzern",2020-01-23,luzern,2020-02-26,1961,,,,,150.0,500.0,1000.0,3000.0,
22800301,Wohnung,1990.0,1730.0,260.0,79.0,3.5,2.0,,1.0,1.0,,,4.0,"Schönbühlring 17, 6005 Luzern",2020-01-22,luzern,2020-02-26,1976,1.0,,1.0,1.0,,,,,1.0
22964881,Wohnung,1700.0,,,,3.0,,01.05.2020,1.0,,,,,"sonnenbergstrasse 37e, 6005 Luzern",2020-01-22,luzern,2020-02-26,,,,,,,,,,
16178827,Wohnung,1799.0,1549.0,250.0,85.0,3.5,2.0,sofort,1.0,1.0,50.0,300.0,5.0,"Taubenhausstrasse 31, 6005 Luzern",2020-01-23,luzern,2020-02-26,1994,,,1.0,,,,,500.0,
22801374,Wohnung,755.0,,,,1.0,1.0,01.04.2020,1.0,1.0,,,,"Libellenstrasse 69, 6004 Luzern LU",2020-01-23,luzern,2020-02-26,,1.0,1.0,,,,,,,
22801395,Wohnung,1530.0,1290.0,240.0,60.0,4.5,2.0,nachVereinbarung,1.0,,,,,"Heiterweid 9, 6015 Luzern LU",2020-01-23,luzern,2020-02-26,,1.0,,1.0,,,,,,1.0
22800300,Wohnung,1780.0,1600.0,180.0,63.0,2.5,0.0,,1.0,1.0,,,,"Hirtenhofstrasse 83, 6005 Luzern",2020-01-22,luzern,2020-02-26,,1.0,,1.0,,,,,,1.0
22884391,Wohnung,1950.0,1750.0,200.0,82.0,4.5,3.0,sofort,1.0,1.0,,,,"St. Karli-Strasse 37, 6004 Luzern",2020-01-23,luzern,2020-02-26,,,,,,,,,,
22799854,Wohnung,1890.0,1730.0,160.0,74.0,3.5,0.0,nachVereinbarung,,,,,,"Claridenstrasse 9, 6003 Luzern",2020-01-22,luzern,2020-02-26,,,,,,,,,,
22799872,Wohnung,1640.0,1450.0,190.0,,3.5,3.0,nachVereinbarung,1.0,,,,,"Langensandstrasse 61-65, 6005 Luzern",2020-01-22,luzern,2020-02-26,,,,,1.0,,,,,
22990039,Studio,550.0,450.0,100.0,16.0,1.0,-1.0,01.04.2020,,,,,,"Friedberghalde 8, 6004 Luzern",2020-01-22,luzern,2020-02-26,1948,,,,,,,,,
22791064,Wohnung,1495.0,1300.0,195.0,71.0,3.5,0.0,sofort,,1.0,50.0,500.0,,"Würzenbachstrasse 62, 6006 Luzern, 6006 Luzern",2020-01-21,luzern,2020-02-26,,,,1.0,,,,,3000.0,
22789682,Wohnung,1521.0,1241.0,280.0,81.0,4.5,1.0,01.04.2020,,1.0,,,,"Stollberghalde 9, 6003 Luzern",2020-01-21,luzern,2020-02-26,,1.0,,,,,,,,
22788501,Dachwohnung,2060.0,,,65.0,2.5,,01.03.2020,,,,,,"Neustadtstrasse 8, 6003 Luzern",2020-01-21,luzern,2020-02-26,,,,,,,,,,
22789936,Wohnung,980.0,890.0,90.0,,3.0,0.0,sofort,,,160.0,400.0,,"Bernstrasse, 6003 Luzern",,luzern,2020-02-26,,,,,,1220.0,680.0,,,
22791203,Wohnung,2010.0,1720.0,290.0,104.0,3.5,3.0,01.04.2020,,,200.0,350.0,5.0,"Seefeldrain 3, 6006 Luzern",,luzern,2020-02-26,1964,,,,,1000.0,600.0,600.0,4000.0,
22789803,Wohnung,2010.0,1720.0,290.0,104.0,3.5,3.0,,,,,,,6006 Luzern,2020-01-21,luzern,2020-02-26,,,,,,,,,,
22798722,Wohnung,1990.0,1770.0,220.0,,4.5,3.0,sofort,1.0,1.0,,,,"Büttenenhalde 37, 6006 Luzern",2020-01-22,luzern,2020-02-26,,,,,,,,,,
22798721,Wohnung,1900.0,1700.0,200.0,85.0,3.5,5.0,sofort,1.0,1.0,,,,"Büttenenhalde 37, 6006 Luzern",2020-01-22,luzern,2020-02-26,,,,,,,,,,
22789937,Wohnung,1600.0,1420.0,180.0,,3.0,3.0,sofort,,,300.0,430.0,,"Bernstrasse 40, 6003 Luzern",,luzern,2020-02-26,,,1.0,,1.0,1230.0,680.0,,1000.0,
22789729,Wohnung,1300.0,1175.0,125.0,40.0,2.5,4.0,sofort,,,10.0,,,"Bernstrasse 7, 6003 Luzern",2020-01-21,luzern,2020-02-26,,,,,,,,,,
22779913,Wohnung,2180.0,2000.0,180.0,65.0,2.5,4.0,31.03.2020,,1.0,100.0,10.0,3.0,"Weggisgasse 12, 6004 Luzern",2020-01-20,luzern,2020-02-26,2015,,,,,150.0,150.0,150.0,250.0,
22785097,Wohnung,2850.0,2600.0,250.0,115.0,4.5,2.0,01.07.2020,1.0,1.0,200.0,500.0,,"Schädrütihalde 20, 6006 Luzern",,luzern,2020-02-26,,,,1.0,1.0,,,,,1.0
22979555,Wohnung,1100.0,930.0,170.0,45.0,2.0,3.0,01.04.2020,,,,,5.0,"Hochhüsliweid 6, 6006 Luzern",2020-01-20,luzern,2020-02-26,1963,,1.0,,,,,,,
22779671,Attika,2180.0,2000.0,180.0,62.0,2.5,4.0,31.03.2020,,1.0,100.0,10.0,3.0,"Weggisgasse  12, 6004 Luzern",2020-01-20,luzern,2020-02-26,2015,,,1.0,,150.0,150.0,150.0,,
22905871,Wohnung,2630.0,2350.0,280.0,93.0,3.5,1.0,01.04.2020,,,,,3.0,"Brunnhalde 14, 6006 Luzern",2020-01-21,luzern,2020-02-26,1965,,,,,,,,,
22783738,Wohnung,1690.0,1500.0,190.0,60.0,3.0,2.0,01.04.2020,1.0,,,,,"Mozartstrasse 1, 6004 Luzern",2020-01-20,luzern,2020-02-26,,,,1.0,,,,,,
22779722,Wohnung,1850.0,1650.0,200.0,,3.5,1.0,01.04.2020,1.0,1.0,,,,"Bruchstrasse  57, 6003 Luzern",2020-01-20,luzern,2020-02-26,,1.0,,,,,,,,
22790071,Wohnung,1980.0,1700.0,280.0,,4.5,2.0,01.05.2020,,,,,,"Würzenbachstrasse 23, 6006 Luzern",2020-01-21,luzern,2020-02-26,,,,,,,,,,
22782642,Wohnung,1390.0,1190.0,200.0,52.0,2.5,4.0,01.04.2020,1.0,1.0,,,,"Bruchstrasse 24, 6003 Luzern",2020-01-20,luzern,2020-02-26,,,,,,,,,,
22905869,Wohnung,1248.0,1078.0,170.0,56.0,2.5,5.0,01.03.2020,1.0,1.0,100.0,2000.0,5.0,"Büttenenstrasse 18, 6006 Luzern",2020-01-20,luzern,2020-02-26,1974,,,,,500.0,2000.0,2000.0,,
22777066,Wohnung,720.0,650.0,70.0,17.0,1.0,3.0,16.03.2020,1.0,,,,,"17², Wesemlinstrasse, 1, 6006 Luzern LU",2020-01-20,luzern,2020-02-26,,,,,,,,,,
